head_0,head_1_0,head_1_1,head_1_2,head_2,head_3,head_4_0,head_4_1,head_4_2,head_5,head_6_0,head_6_1,head_7,head_8,head_9,head_10,head_11,head_12,head_13_0,head_13_1,head_13_2,head_13_3,head_13_4,head_13_5,head_14,body_0,body_1,body_2_0,body_2_1,body_2_2,body_2_3,body_2_4,body_3_0,body_3_1,body_3_2,body_3_3,body_3_4,body_3_5,body_4,body_5,body_6,body_7,body_8,body_9,body_10_value_1,body_10_separator_1,body_10_value_2,body_10_separator_2,body_10_value_3,body_10_separator_3,body_10_value_4,body_10_separator_4,body_10_value_5,body_11,body_12,body_13,body_14,body_15,body_16_value_1,body_16_separator_1,body_16_value_2,body_16_separator_2,body_16_value_3,body_16_separator_3,body_16_value_4,body_17,body_18_value_1,body_18_separator_1,body_18_value_2,body_18_separator_2,body_18_value_3,body_19,body_20,body_21
16777234,547936,6,6,cell_0,132579601,6699,9,9,2,90,8,255,6615056,f5c3bc1477035bcd17e0d546c162af07,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0,8,9,7,9,0,0,2,0,115764,5,9,5,9,0,8,9,7,9,0,0,0,0,2,,,-42.0,;,1.0,;,-19.0,;,89.0,;,56.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,6,7,cell_2,132579601,6700,0,2,3,57,8,255,6615057,01124acebae222298e51230b2fe85c9d,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1,5,2,4,5,7,0,2,0,243270,6,7,7,3,1,5,2,4,5,7,0,0,0,1,,,,;,,,,,,,,199,20000000,150000000,4294967295,0,-122,;,64,;,-122,;,6,0,0,;,-1,;,-1,0,0,1540
16777234,547936,6,8,cell_0,132579601,6700,0,6,2,1,3,255,6615057,427dfd7cde9a5458e1090e5b94d15475,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,2,5,1,2,5,5,0,2,0,243274,5,4,7,0,2,5,1,2,5,5,0,0,0,2,,,-49.0,;,56.0,;,47.0,;,-39.0,;,127.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,6,9,cell_1,132579601,6700,0,8,1,65,3,255,6615057,2904232966ff62e975fe3c7e831874cf,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,2,6,5,3,6,8,0,2,0,85566,5,9,6,2,2,6,5,3,6,8,0,0,0,2,,,108.0,;,-55.0,;,99.0,;,-64.0,;,101.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,0,cell_1,132579601,6700,0,9,1,78,8,255,6615056,0912e540da9822bb3397e210171d826c,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,3,3,5,4,9,4,0,2,0,23490,1,2,9,0,3,3,5,4,9,4,0,0,0,2,,,-107.0,;,30.0,;,98.0,;,36.0,;,-55.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,1,cell_1,132579601,6700,1,1,1,27,3,255,6615056,07f8bcfcaf7e4458cb924ccf7b9076c9,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0,3,9,3,3,5,0,2,0,23488,6,9,9,5,0,3,9,3,3,5,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,53,;,103,;,-106,;,72,0,105,;,-1,;,-1,16,0,1540
16777234,547936,7,2,cell_0,132579601,6702,1,9,2,53,8,255,6615057,5549589283cb0cf6f2ef73cfc3ee1554,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1,7,2,9,6,6,0,2,0,243272,5,7,8,9,1,7,2,9,6,6,0,0,0,2,,,116.0,;,81.0,;,80.0,;,-24.0,;,-2.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,3,cell_0,132579601,6702,3,1,2,37,8,255,6615056,82595afd34c6636df5b8f5609a63f269,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0,0,0,3,7,1,0,2,0,70464,7,6,2,6,0,0,0,3,7,1,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,81,;,113,;,5,0,6,;,-1,;,-1,0,0,1540
16777234,547936,7,4,cell_0,132579601,6702,3,6,2,70,8,255,6615056,000e147e0ab99680a08cd2ff1892ba96,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1,5,1,7,2,8,0,2,0,40265,6,9,7,2,1,5,1,7,2,8,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,73,;,8,;,5,0,115,;,-1,;,-1,0,0,1540
16777234,547936,7,5,cell_0,132579601,6702,4,6,2,24,2,255,6615057,a2a55e57f77ef221c184f8fee0d40902,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,2,5,9,9,3,3,0,2,0,85564,4,7,8,0,2,5,9,9,3,3,0,0,0,2,,,48.0,;,28.0,;,-76.0,;,70.0,;,6.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,6,cell_0,132579601,6702,4,7,2,90,2,255,6615056,223e7f0515ea92c2fb837548b1bb0561,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0,0,0,7,3,6,0,2,0,40266,9,9,6,9,0,0,0,7,3,6,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,7,cell_1,132579601,6702,4,8,1,95,7,255,6615056,90eebecd5b5466a5379ff81472c00b22,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0,1,8,9,3,6,0,2,0,120797,6,3,7,4,0,1,8,9,3,6,0,0,0,2,,,66.0,;,2.0,;,50.0,;,99.0,;,87.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,7,8,cell_0,132579601,6702,6,2,2,74,3,255,6615057,be7611115e697c0d334115349fcb541c,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,1,6,4,3,3,7,0,2,0,85568,6,3,1,6,1,6,4,3,3,7,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,-122,;,-124,;,19,;,5,0,70,;,-1,;,-1,20,0,1540
16777234,547936,7,9,cell_0,132579601,6704,7,1,2,47,7,255,6615056,718f9ca5c30919e0b890fc82c600b923,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,2,5,6,9,4,2,0,2,0,43621,2,2,7,0,2,5,6,9,4,2,0,0,0,2,,,74.0,;,-43.0,;,-96.0,;,6.0,;,74.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,0,cell_1,132579601,6704,7,2,1,81,2,255,6615056,9bdb88526f25d08bcf5cf5beb652827d,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0,9,9,3,6,1,0,2,0,115763,9,1,7,5,0,9,9,3,6,1,0,0,0,2,,,80.0,;,-47.0,;,33.0,;,-33.0,;,-13.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,1,cell_1,132579601,6704,7,4,1,38,6,255,6615056,daa71c166e2a07233655888ba3a073b0,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,1,3,3,9,3,9,0,2,0,120796,5,2,5,5,1,3,3,9,3,9,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,-103,;,-125,;,5,0,41,;,-1,;,-1,120,0,1540
16777234,547936,8,2,cell_0,132579601,6704,7,7,2,73,2,255,6615056,176cb9bad1454de49fb6a152671893f3,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,2,0,9,7,2,3,0,2,0,70466,5,0,8,8,2,0,9,7,2,3,0,0,0,2,,,23.0,;,-28.0,;,97.0,;,-11.0,;,41.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,3,cell_0,132579601,6704,9,1,2,80,2,255,6615056,bc6ea0f896adb8e09276a989f0c0ae4d,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1,4,3,2,2,9,0,2,0,23488,1,9,5,8,1,4,3,2,2,9,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,81,;,113,;,5,0,6,;,-1,;,-1,0,0,1540
16777234,547936,8,4,cell_1,132579601,6704,9,6,1,31,7,255,6615056,9e3e70ed33bdddb4c267fef3dfe476ea,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1,7,3,2,1,2,0,2,0,23489,8,8,9,4,1,7,3,2,1,2,0,0,0,2,,,97.0,;,-88.0,;,-68.0,;,-84.0,;,16.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,5,cell_1,132579601,6704,9,7,1,60,2,255,6615056,3e47e1cecaa8eba81defc7a7391fc103,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0,0,1,5,2,1,0,2,0,43622,8,7,6,4,0,0,1,5,2,1,0,0,0,2,,,-110.0,;,-100.0,;,-34.0,;,-81.0,;,-18.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,6,cell_2,132579601,6704,9,8,3,30,7,255,6615056,d7808ff317316f4eb7926d239e4111fa,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0,8,4,7,6,6,0,2,0,70465,3,0,0,8,0,8,4,7,6,6,0,0,0,1,,,,;,,,,,,,,199,108643000,344572000,4294967295,0,53,;,101,;,-107,;,16,0,-103,;,-1,;,-1,16,0,1540
16777234,547936,8,7,cell_1,132579601,6705,1,0,1,47,7,255,6615056,aeb2bc7179eb4e31ffe4c19c04e33479,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,2,9,2,8,2,6,0,2,0,115764,4,8,5,8,2,9,2,8,2,6,0,0,0,1,,,,;,,,,,,,,199,110100000,346029000,4294967295,0,53,;,99,;,54,;,16,0,24,;,-1,;,-1,37,0,1540
16777234,547936,8,8,cell_1,132579601,6705,1,6,1,58,2,255,6615056,91021021378904ef8b0fcde3db84a18b,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0,0,2,6,0,5,0,2,0,23488,9,6,9,6,0,0,2,6,0,5,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,8,9,cell_2,132579601,6705,1,7,3,38,7,255,6615056,f69c20b147db57adca958e1c9262d6bb,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0,0,0,9,8,4,0,2,0,40266,9,3,4,7,0,0,0,9,8,4,0,0,0,1,,,,;,,,,,,,,199,102400000,512000000,4294967295,0,-122,;,121,;,81,;,4,0,71,;,-1,;,-1,112,0,1540
16777234,547936,9,0,cell_0,132579601,7209,0,4,2,39,1,255,6615056,64c67d8c583ca103257bfbb81e1ef7f2,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1,1,3,6,0,7,0,2,0,115764,1,9,5,6,1,1,3,6,0,7,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,81,;,113,;,5,0,17,;,-1,;,-1,0,0,1540
16777234,547936,9,1,cell_0,132579601,7209,0,7,2,38,6,255,6615057,147d28ab33cce4122de117002ed1402b,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0,0,2,6,6,6,0,2,0,85564,9,8,1,9,0,0,2,6,6,6,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,53,;,99,;,56,;,16,0,9,;,-1,;,-1,48,0,1540
16777234,547936,9,2,cell_1,132579601,7209,1,1,1,87,1,255,6615056,d2d276b0b4f0cc9b0add27ca8f7c0e86,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,1,0,8,4,0,1,0,2,0,70466,2,1,0,1,1,0,8,4,0,1,0,0,0,2,,,-3.0,;,97.0,;,-103.0,;,-43.0,;,-32.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,9,3,cell_0,132579601,7209,1,9,2,60,6,255,6615056,cfddf93c49999d67f83839ca2ce87cbe,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,2,3,5,0,0,9,0,2,0,120797,6,7,2,0,2,3,5,0,0,9,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,53,;,-121,;,68,;,9,0,19,;,-1,;,-1,32,0,1540
16777234,547936,9,4,cell_0,132579601,7209,3,7,2,60,1,255,6615056,3f81c69aeb95e8375fdbddde7f6c8392,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0,0,2,4,6,3,0,2,0,40266,3,2,9,4,0,0,2,4,6,3,0,0,0,2,,,65.0,;,-22.0,;,-9.0,;,31.0,;,65.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,9,5,cell_0,132579601,7209,3,9,2,99,5,255,6615056,c9d3b3406428e28b6d9fa886a77e5402,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0,6,2,7,5,1,0,2,0,115763,0,9,0,4,0,6,2,7,5,1,0,0,0,1,,,,;,,,,,,,,199,31457000,31457000,4294967295,0,-122,;,0,;,69,;,5,0,17,;,-1,;,-1,7,0,1540
16777234,547936,9,6,cell_0,132579601,7209,4,0,2,30,5,255,6615056,a61be97f4c6e84982aa7ef8961434887,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1,9,1,4,8,6,0,2,0,115763,4,0,9,9,1,9,1,4,8,6,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,9,7,cell_0,132579601,7209,4,1,2,11,1,255,6615057,b30fffd56297291dd6d7a9c00ba08f7d,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,2,6,5,4,9,3,0,2,0,85566,8,4,5,4,2,6,5,4,9,3,0,0,0,2,,,9.0,;,-60.0,;,-48.0,;,-66.0,;,125.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547936,9,8,cell_1,132579601,7209,4,2,1,86,6,255,6615056,409ed41334421aee0a5c9a919bfb6331,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,1,4,0,5,2,3,0,2,0,43622,8,4,3,6,1,4,0,5,2,3,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,53,;,103,;,85,;,-123,0,89,;,-1,;,-1,19,0,1540
16777234,547936,9,9,cell_1,132579601,7209,4,3,1,42,1,255,6615056,f1a498581d91eb122489b509e9813705,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,1,6,5,6,0,9,0,2,0,120798,0,6,2,2,1,6,5,6,0,9,0,0,0,1,,,,;,,,,,,,,199,75000000,300000000,4294967295,0,-122,;,116,;,-106,;,3,0,70,;,-1,;,-1,0,0,1540
16777234,547937,0,0,cell_1,132579601,7211,5,4,1,86,1,255,6615056,4028e7da5680267c1f187a18c9f51d7d,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,1,2,1,7,3,7,0,2,0,43621,4,2,6,2,1,2,1,7,3,7,0,0,0,2,,,49.0,;,-59.0,;,-58.0,;,-89.0,;,-3.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,0,1,cell_1,132579601,7211,6,0,1,58,6,255,6615056,a02530e0b97baaf4006fd05de5cfe03a,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,2,5,9,5,3,5,0,2,0,120798,0,6,2,8,2,5,9,5,3,5,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,-103,;,-128,;,5,0,19,;,-1,;,-1,0,0,1540
16777234,547937,0,2,cell_1,132579601,7211,8,2,1,42,5,255,6615056,fc498c34b9b0f4a6b7fcda68dee5c79b,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,2,7,4,0,5,1,0,2,0,120797,5,1,9,8,2,7,4,0,5,1,0,0,0,2,,,9.0,;,82.0,;,-5.0,;,85.0,;,10.0,68,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,0,3,cell_1,132579601,7211,8,4,1,34,0,255,6615056,cb135c7e9cb835e6e5b861e455efb9fd,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0,0,2,8,3,6,0,2,0,120797,3,6,7,8,0,0,2,8,3,6,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,0,4,cell_1,132579601,7211,8,5,1,72,5,255,6615056,242c4158805c279af1ce8cfc4b436b77,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,1,4,1,4,6,1,0,2,0,120796,1,5,2,7,1,4,1,4,6,1,0,0,0,1,,,,;,,,,,,,,199,136314000,555745000,4294967295,0,53,;,99,;,54,;,16,0,-119,;,-1,;,-1,21,0,1540
16777234,547937,0,5,cell_1,132579601,7211,9,2,1,16,5,255,6615056,fa7acbfa9b39b76e30ee7add22a2ee19,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,2,4,3,1,2,0,0,2,0,115763,4,7,6,3,2,4,3,1,2,0,0,0,0,2,,,5.0,;,123.0,;,46.0,;,-7.0,;,82.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,0,6,cell_2,132579601,7211,9,8,3,9,5,255,6615057,9f78b0ab5ab44ebdbaf8102cb2dd2bb4,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,2,8,2,8,8,7,0,2,0,243273,6,7,7,5,2,8,2,8,8,7,0,0,0,1,,,,;,,,,,,,,199,20000000,150000000,4294967295,0,-122,;,64,;,-122,;,6,0,0,;,-1,;,-1,0,0,1540
16777234,547937,0,7,cell_1,132579601,7214,0,8,1,94,5,255,6615056,7ce4173e4df1cf3e53caf49c64b38c29,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,3,1,9,2,0,9,0,2,0,115763,5,7,6,3,3,1,9,2,0,9,0,0,0,1,,,,;,,,,,,,,199,136314000,555745000,4294967295,0,53,;,-121,;,-104,;,9,0,24,;,-1,;,-1,25,0,1540
16777234,547937,0,8,cell_1,132579601,7214,1,9,1,4,0,255,6615056,82e9ee3ad166d4d657e224cac6961cca,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0,0,2,0,4,9,0,2,0,43622,0,7,7,3,0,0,2,0,4,9,0,0,0,2,,,67.0,;,-17.0,;,-78.0,;,-122.0,;,49.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,0,9,cell_1,132579601,7214,2,0,1,17,0,255,6615056,044ef4a01f923c43196866d4df4ce505,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0,0,9,5,1,5,0,2,0,40266,6,6,3,4,0,0,9,5,1,5,0,0,0,2,,,49.0,;,-87.0,;,-22.0,;,121.0,;,24.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,1,0,cell_1,132579601,7214,2,1,1,42,5,255,6615056,896e7788fd84168126a712756dee4f05,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0,9,7,6,6,9,0,2,0,23489,1,6,4,1,0,9,7,6,6,9,0,0,0,2,,,-63.0,;,-121.0,;,33.0,;,97.0,;,1.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,1,1,cell_1,132579601,7214,2,4,1,9,3,255,6615056,f4dee352d958fc5376a1a7e9041af266,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,2,1,0,6,8,8,0,2,0,115763,0,8,0,7,2,1,0,6,8,8,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,21,;,83,;,5,0,102,;,-1,;,-1,0,0,1540
16777234,547937,1,2,cell_1,132579601,7214,2,7,1,53,4,255,6615057,2a67560cfa000b76754f2b975af5902d,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,3,1,6,6,2,6,0,2,0,85563,8,5,4,5,3,1,6,6,2,6,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,-122,;,-111,;,5,;,5,0,-109,;,-1,;,-1,25,0,1540
16777234,547937,1,3,cell_0,132579601,7214,2,8,2,42,5,255,6615056,da81c60f550d0326bebd6b05727265ec,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0,0,2,8,1,0,0,2,0,120796,4,8,7,8,0,0,2,8,1,0,0,0,0,2,,,6.0,;,97.0,;,101.0,;,-66.0,;,-28.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,1,4,cell_1,132579601,7214,2,9,1,13,5,255,6615056,0baa6ba1701a08e044e5b6be17c6a47b,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0,6,9,9,0,8,0,2,0,43621,5,3,3,7,0,6,9,9,0,8,0,0,0,2,,,39.0,;,-121.0,;,-106.0,;,13.0,;,-46.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,1,5,cell_0,132579601,7214,3,0,2,32,0,255,6615056,58604e9eb8e9f0aa710c95839ea9ec32,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,2,1,8,6,9,3,0,2,0,120797,6,9,3,7,2,1,8,6,9,3,0,0,0,1,,,,;,,,,,,,,199,110100000,346029000,4294967295,0,-122,;,85,;,52,;,4,0,39,;,-1,;,-1,25,0,1540
16777234,547937,1,6,cell_1,132579601,7214,3,1,1,23,0,255,6615057,e7b1b86d8811719235604d6179fd8473,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,3,0,3,2,1,5,0,2,0,243271,9,3,1,3,3,0,3,2,1,5,0,0,0,2,,,22.0,;,-15.0,;,-63.0,;,106.0,;,-101.0,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,547937,1,7,cell_0,132579601,7214,3,3,2,51,5,255,6615056,47fe064705ccd5d26aaa35653efcd7f7,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0,4,3,6,7,3,0,2,0,70464,6,8,5,7,0,4,3,6,7,3,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,53,;,48,;,36,;,17,0,119,;,-1,;,-1,35,0,1540
16777234,547937,1,8,cell_1,132579601,7214,3,9,1,11,5,255,6615056,6e838c90361d3fdfd643765edbf01ec3,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1,6,2,8,8,5,0,2,0,115764,2,0,8,4,1,6,2,8,8,5,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,33,;,103,;,5,0,103,;,-1,;,-1,0,0,1540
16777234,547937,1,9,cell_1,132579601,7214,6,0,1,15,9,255,6615056,124072653cf028cab553db584f417b34,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,3,2,4,8,0,9,0,2,0,43621,3,9,1,8,3,2,4,8,0,9,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,-122,;,96,;,-119,;,5,0,0,;,-1,;,-1,80,0,1540
16777234,547937,2,0,cell_0,132579601,7214,6,1,2,1,0,255,6615056,78ca0d06d84baac865f0018dd77d7280,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0,0,0,8,1,3,0,2,0,115764,0,8,2,5,0,0,0,8,1,3,0,0,0,1,,,,;,,,,,,,,199,75000000,300000000,4294967295,0,53,;,48,;,87,;,9,0,40,;,-1,;,-1,53,0,1540
16777234,547937,2,1,cell_0,132579601,7216,6,9,2,22,4,255,6615056,e99dc6629f4760fb1c50988faeee9430,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0,7,0,6,8,6,0,2,0,70464,5,2,5,7,0,7,0,6,8,6,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,81,;,113,;,5,0,6,;,-1,;,-1,0,0,1540
16777234,547937,2,2,cell_0,132579601,7216,7,6,2,0,3,255,6615056,9ee3b0a6f14626ef3efe8c5633f9d9cb,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1,7,7,7,0,9,0,2,0,40266,8,4,9,6,1,7,7,7,0,9,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,73,;,8,;,5,0,115,;,-1,;,-1,0,0,1540
