head_1_0,head_1_1,head_2,head_4,head_5,head_6,head_8,head_9,head_10,head_11,head_13_0,head_13_1,head_14,body_0,body_2_0,body_2_1,body_3_0,body_3_1,body_7,body_10_value_1,body_10_value_2,body_10_value_3,body_10_value_4,body_10_value_5,body_11,body_12,body_13,body_15,body_16_value_1,body_16_value_2,body_16_value_3,body_16_value_4,body_18_value_1,body_19,body_21
6,752,2,722441,2,307,0,7a879fe5778efd79b984a5de77b00a83,0,5,0,003005,0,0,4,57173,0,003005,0,,,,,,2,2,2,0,0,84,51,2,4,21,1
6,753,1,722444,1,152,0,ec9d9d6a34923100f3c9df697007b526,0,5,0,115108,0,0,4,55592,0,115108,0,,,,,,2,7,7,0,2,1,36,7,119,35,1
6,754,2,722445,2,612,1,ca87515762d6d3d8634042450891785f,1,1,0,216479,0,0,24326,96805,0,216479,0,,,,,,2,20000000,1,0,0,64,-122,5,0,1,1
6,755,0,722448,0,737,1,a1d6a2b26ec89cd152424ead95580620,1,7,0,298113,0,0,08557,00109,0,298113,0,,,,,,2,4,5,0,0,22,8,1,96,1,1
6,756,0,722464,0,372,0,a722fc27045e9a350add63c821a51590,0,0,0,099331,0,0,0,39924,0,099331,1,-11,-44,-90,12,73,1,0,0,0,1,0,-1,0,-1,0,1
6,757,1,722465,1,237,0,a07458bc0d7d561cbb360fdbacffc8a4,0,5,0,187887,0,0,4,52066,0,187887,1,49,69,60,80,49,1,0,0,0,1,0,-1,0,-1,0,1
6,758,0,722468,0,772,0,75c7e3d9c80d0409a9a872a8febfb5a7,0,3,0,234881,0,0,2,79846,0,234881,0,,,,,,2,78643000,314572000,0,2,87,49,7,23,7,1
6,759,0,722469,0,576,0,197e83eee92b20eedfc82282b7538751,0,5,0,319094,0,0,4,54910,0,319094,0,,,,,,2,7,7,0,0,69,69,2,39,3,1
6,760,1,722473,1,291,0,87d2f202a39c201b30283456ed009684,0,0,0,319928,0,0,0,44310,0,319928,0,,,,,,2,1,1,0,0,114,67,1,80,3,1
6,761,0,722481,0,551,0,3d6d1490f1ab75baa956b288c292668e,0,2,0,057003,0,0,1,60043,0,057003,1,-75,-33,82,-9,1,1,0,0,0,1,0,-1,0,-1,0,1
6,762,2,722486,2,831,0,715dd83521759138cbc2ffc85991ca25,0,6,0,166548,0,0,5,11039,0,166548,0,,,,,,2,134857000,554288000,0,0,-105,-123,4,113,1,1
6,763,0,722692,0,391,0,65d11a815b3718cba7f86da79c0e96e2,0,2,0,298431,0,0,1,69850,0,298431,1,52,-56,-85,-14,-78,1,0,0,0,1,0,-1,0,-1,0,1
6,764,1,722697,1,981,0,c383e91195f7c111d07fc5ee4c9a356e,0,0,0,002868,0,0,0,46781,0,002868,0,,,,,,2,1,1,0,0,8,97,1,105,1,1
6,765,0,722703,0,236,0,487dff08bbc9a8265fba4506b9408eea,0,2,0,052908,0,0,1,55175,0,052908,0,,,,,,2,5,6,0,0,121,82,2,80,2,1
6,766,0,722704,0,141,0,f5407c530343c8b9f60ffe0d299e09b5,0,4,0,120331,0,0,6,98186,0,120331,1,38,-16,-38,62,38,1,0,0,0,1,0,-1,0,-1,0,1
6,767,0,722706,0,406,0,309150e68afaa6a35ed790746220420b,0,0,0,298050,0,0,0,44245,0,298050,1,92,-120,47,-34,115,1,0,0,0,1,0,-1,0,-1,0,1
6,768,0,722709,0,246,0,ce37a2124cbab3191e7ae3a1b9ba13b3,0,4,0,016544,0,0,6,88748,0,016544,1,5,37,-58,23,5,1,0,0,0,1,0,-1,0,-1,0,1
6,769,1,722714,1,586,0,ceb360523fd8fd4f0513068f8aa7d088,0,6,0,134978,0,0,5,18918,0,134978,0,,,,,,2,2,2,0,0,38,70,1,-112,7,1
6,770,0,722720,0,421,0,620149973d5ffedb44687640361aa368,0,2,0,159463,0,0,1,65722,0,159463,1,-50,20,-70,41,-79,1,0,0,0,1,0,-1,0,-1,0,1
6,771,1,722727,1,141,0,c27b38c7a00bc476ecd6d3039278182b,0,3,0,287740,0,0,2,67912,0,287740,0,,,,,,2,3,3,0,0,-125,97,4,41,-106,1
6,772,1,722746,1,871,0,95bf0bafaec58b154065749c5837f6e8,0,2,0,002939,0,0,1,62697,0,002939,0,,,,,,2,1,1,0,0,73,8,2,115,1,1
6,773,0,722747,0,31,0,b358b24d5904e442312be6d6efc78208,0,2,0,085342,0,0,1,72337,0,085342,1,21,110,84,27,-70,1,0,0,0,1,0,-1,0,-1,0,1
6,774,1,722947,1,880,0,383a106770d8a7a17b0293b372f4a934,0,2,0,164791,0,0,1,75602,0,164791,0,,,,,,2,1,1,0,0,73,8,2,115,1,1
6,775,2,722953,2,105,1,e3d8d7df881e249a0f658a6c95b513ab,1,1,0,296065,0,0,3,28715,0,296065,0,,,,,,2,20000000,1,0,0,104,4,2,5,1,1
6,776,0,722970,0,460,0,1547259016618ea0b00eb4eb74383700,0,6,0,000805,0,0,5,24005,0,000805,0,,,,,,2,7,7,0,0,96,-119,2,0,80,1
6,777,0,722978,0,705,0,711e50b28286c0ad697732fb041bb8d3,0,4,0,082307,0,0,6,95826,0,082307,1,-116,-56,37,-51,-96,1,0,0,0,1,0,-1,0,-1,0,1
6,1,0,722979,0,826,0,a9639781c56702743dbde5261cd0fb59,0,2,0,113810,0,0,1,65182,0,113810,1,107,32,-105,53,107,1,0,0,0,1,0,-1,0,-1,0,1
6,779,1,722983,1,965,0,6a4204af0350e69ae0d78c7b345dec71,0,2,0,117002,0,0,1,57935,0,117002,1,47,6,-55,-50,-38,1,0,0,0,1,0,-1,0,-1,0,1
6,780,0,722986,0,345,1,d5280fbf1b49ed31eec9441b41898838,1,1,0,260288,0,0,3,13911,0,260288,0,,,,,,2,20000000,1,0,0,121,117,2,8,1,1
6,781,1,723001,1,730,0,1b256592c3b54f08a907d506e578a1bb,0,6,0,083869,0,0,5,24016,0,083869,0,,,,,,2,1,1,0,0,1,105,2,-119,1,1
6,782,0,723202,0,115,0,81764dce3e24dc02b87354e789c15754,0,2,0,158978,0,0,1,65886,0,158978,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
6,783,1,723203,1,385,0,9d4c59fc8025c4543eb9481f1f4471bd,0,2,0,288833,0,0,1,72739,0,288833,0,,,,,,2,2,2,0,0,5,87,2,69,35,1
6,784,1,723206,1,790,0,9c00cc85468c9bb8f6e8d028b12ad4a7,0,4,0,036629,0,0,02349,02900,0,036629,1,-111,-89,-118,13,57,1,0,0,0,1,0,-1,0,-1,0,1
6,785,1,723208,1,255,0,a7798bdce876b9b8cc96baa6eb7c1785,0,0,0,235695,0,0,0,29105,0,235695,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
6,786,1,723209,1,735,0,7db6f04ab01e901125f1bc1d74432781,0,0,0,288857,0,0,0,43072,0,288857,0,,,,,,1,4,5,0,2,-105,41,68,2,8,1
6,787,1,723217,1,509,0,f49bf6b6238558279e2e71e73f257a65,0,5,0,327167,0,0,4,56918,0,327167,0,,,,,,2,2,2,0,2,1,36,7,39,6,1
6,788,0,723221,0,519,0,d18dbf33a17dd2e6dff8dfdf2ec73d62,0,0,0,062055,0,0,0,37159,0,062055,1,-27,-82,-12,68,-69,1,0,0,0,1,0,-1,0,-1,0,1
6,789,0,723226,0,954,0,92bf4b2f8970ce6acca6bb8495c9bbf7,0,4,0,278271,0,0,6,88872,0,278271,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
6,790,1,723233,1,510,0,e81dc9b1971bffc083e2cd4764f389f6,0,5,0,070576,0,0,4,48326,0,070576,0,,,,,,2,7,7,0,2,1,36,7,119,35,1
6,791,0,723247,0,974,1,a16bde00f36592603150434090d045f5,1,1,0,118862,0,0,3,37698,0,118862,1,-90,-42,77,-109,-42,1,0,0,0,1,0,-1,0,-1,0,1
6,792,1,723248,1,159,0,35410611fb4f2eb719830109b0ae4637,0,3,0,207324,0,0,2,69780,0,207324,0,,,,,,2,5,6,0,0,85,52,1,39,25,1
6,793,1,723257,1,884,0,c9fba737a0b9b719ad8983a77aa35fc6,0,4,0,218122,0,0,6,83036,0,218122,1,102,58,-80,7,102,1,0,0,0,1,0,-1,0,-1,0,1
6,794,2,723461,2,287,1,abe7345ca2e021184dbe1f45de844f5b,1,1,0,272494,0,0,24326,98692,0,272494,0,,,,,,2,20000000,1,0,0,64,-122,5,0,1,1
6,795,0,723483,0,64,0,c716d76dced77deab996a1542558acf9,0,6,0,141764,0,0,5,20707,0,141764,0,,,,,,2,2,2,0,0,-127,50,1,-125,97,1
6,796,0,723486,0,389,1,4754dbd4187d54429f9965dbcf7be04f,1,1,0,284852,0,0,3,63322,0,284852,1,-86,23,-100,-14,14,1,0,0,0,1,0,-1,0,-1,0,1
6,797,1,723487,1,989,0,8db7d32105a530d6213706bce1becde4,0,5,0,001526,0,0,4,51842,0,001526,0,,,,,,2,7,7,0,2,1,36,7,119,35,1
6,798,1,723507,1,18,0,d886947f85019ef7043c3470e99fa3c8,0,3,0,146273,0,0,2,62906,0,146273,1,64,29,-18,54,-80,1,0,0,0,1,0,-1,0,-1,0,1
6,799,1,723508,1,188,0,c52ef6a18d043f95dd6976d5dec14207,0,3,0,312307,0,0,2,60133,0,312307,0,,,,,,2,3,3,0,0,71,36,5,-103,1,1
6,800,0,723510,0,383,1,ab967d42eaa71dfdf24e347ec7f30dc9,1,7,0,017107,0,0,08557,13788,0,017107,0,,,,,,2,6,1,0,0,83,34,4,48,2,1
6,801,0,723734,0,823,0,47318407fafc019bf7b80f70c31b0d7b,0,5,0,214317,0,0,4,59747,0,214317,0,,,,,,2,2,2,0,2,-104,-125,100,67,9,1
6,802,1,723742,1,893,1,abfecc04cb6df3628200b3e076ae7a1b,1,1,0,252922,0,0,3,60617,0,252922,1,-78,-24,108,-94,7,1,0,0,0,1,0,-1,0,-1,0,1
6,803,1,723758,1,953,0,92b2a40209fd679ffb4599f89887f598,0,0,0,065464,0,0,0,43332,0,065464,0,,,,,,2,1,1,0,0,8,97,1,105,1,1
6,804,0,723985,0,872,0,637ad74bc3f7a1edd26c9535620f97d5,0,5,0,317236,0,0,4,47117,0,317236,0,,,,,,2,2,2,0,2,-104,-125,100,67,9,1
6,805,0,723996,0,777,0,846b5863f3079fcc7a9230e7e9746853,0,6,0,151561,0,0,5,25871,0,151561,1,-70,44,92,2,-70,1,0,0,0,1,0,-1,0,-1,0,1
6,806,0,724002,0,512,0,732b1256d4efb6f6a3fc4e02504ccd8d,0,5,0,223631,0,0,4,54111,0,223631,1,-19,68,28,30,103,1,0,0,0,1,0,-1,0,-1,0,1
6,807,0,724003,0,322,0,e4093bd664665686ab0ede9dcf1eb991,0,5,0,256277,0,0,4,50000,0,256277,1,-128,91,-115,34,-128,1,0,0,0,1,0,-1,0,-1,0,1
6,808,1,724004,1,687,0,d7646722885d8eeb25a3957d2c8780a4,0,2,0,302006,0,0,1,71114,0,302006,0,,,,,,2,1,1,0,0,8,97,1,112,1,1
6,809,1,724011,1,737,0,f33fbb9ec8b023a8197794ef81c7365f,0,0,0,000578,0,0,0,36642,0,000578,0,,,,,,2,2,2,0,0,18,-109,1,105,116,1
6,810,0,724020,0,730,1,0d00c8e3652e07fe25fb363555e62033,1,7,0,124121,0,0,08557,13939,0,124121,0,,,,,,2,104857000,524288000,0,2,87,97,7,5,84,1
6,811,0,724021,0,562,0,59dc2e0a2ed596f8843f226fc2905038,0,6,0,180649,0,0,5,14157,0,180649,1,59,86,-104,48,-38,1,0,0,0,1,0,-1,0,-1,0,1
6,812,0,724023,0,332,0,a6fc412d277752617c9916d15aa55ae5,0,3,0,254175,0,0,2,64154,0,254175,1,20,-64,53,37,20,1,0,0,0,1,0,-1,0,-1,0,1
6,813,1,724025,1,132,1,21ceef8e64ae6b7e186b7629cd12f52e,1,1,0,003025,0,0,3,05295,0,003025,0,,,,,,2,4,1024000000,0,0,17,66,5,16,118,1
6,814,1,724026,1,717,0,cbfaaea22340284fcd3aeff5572972ee,0,6,0,120415,0,0,5,27484,0,120415,1,2,6,-86,106,2,1,0,0,0,1,0,-1,0,-1,0,1
6,2,0,724027,0,152,1,be8a0e53c45c8cfac9827a8d633b93a3,1,7,0,152966,0,0,7,87293,0,152966,1,-116,4,-111,2,-120,1,0,0,0,1,0,-1,0,-1,0,1
6,816,0,724224,0,337,0,7ab20df47d6ff2c786770c03518abd56,0,3,0,205557,0,0,2,77307,0,205557,1,-45,89,90,-12,-43,1,0,0,0,1,0,-1,0,-1,0,1
6,817,0,724224,0,812,1,2c5d8617bc1f82f8c5823a7232f813bb,1,7,0,230378,0,0,7,76274,0,230378,1,14,64,37,-42,-67,1,0,0,0,1,0,-1,0,-1,0,1
6,818,0,724225,0,462,1,e635a6ed1b2c185941a204f3cc4abec6,1,1,0,002371,0,0,3,61183,0,002371,1,1,-70,3,15,1,1,0,0,0,1,0,-1,0,-1,0,1
6,819,0,724226,0,247,0,c53f48ba109ccd39ca9ba3906b88c531,0,5,0,128538,0,0,4,49475,0,128538,1,86,-36,-109,66,112,1,0,0,0,1,0,-1,0,-1,0,1
6,820,0,724227,0,37,1,673102d0df0aa9694475c6c2220f2462,1,1,0,205709,0,0,3,69081,0,205709,1,-59,80,65,-14,-126,1,0,0,0,1,0,-1,0,-1,0,1
6,821,1,724230,1,401,0,b42c644d54396fd2398ccd10ea4a691c,0,6,0,327988,0,0,5,29504,0,327988,1,109,88,-106,-57,99,1,0,0,0,1,0,-1,0,-1,0,1
6,822,0,724235,0,667,1,69b37f34dd10e8ecc879cdf13a1cfc40,1,7,0,000668,0,0,7,79670,0,000668,1,70,-86,70,71,70,1,0,0,0,1,0,-1,0,-1,0,1
6,3,0,724237,0,97,1,598dc48c59cefb7aa5c45588159a359c,1,1,0,111901,0,0,3,10617,0,111901,1,83,-75,-75,92,-91,1,0,0,0,1,0,-1,0,-1,0,1
6,4,0,724238,0,318,0,998863bc6d05571a6f98b6b7dd356183,0,2,0,285861,0,0,1,71613,0,285861,1,-89,3,-4,-61,107,1,0,0,0,1,0,-1,0,-1,0,1
6,825,1,724239,1,861,1,26d432b8446f9d740e3c9ead2a8f3255,1,1,0,331885,0,0,3,30856,0,331885,1,-78,120,96,22,0,1,0,0,0,1,0,-1,0,-1,0,1
6,5,1,724240,1,808,0,ea1efdc0cd915cc35f0f77b5c00de92b,0,5,0,042696,0,0,4,43156,0,042696,1,0,-19,-126,-19,-117,1,0,0,0,1,0,-1,0,-1,0,1
6,0,0,724241,0,273,1,aa0891fc8e01ca1e34d6e6e8c25d8d63,1,1,0,055582,0,0,3,52702,0,055582,1,94,68,105,-23,87,1,0,0,0,1,0,-1,0,-1,0,1
6,828,1,724242,1,412,1,b78998833932f7b5cdb284a4926f4505,1,7,0,182108,0,0,7,73945,0,182108,1,-77,-80,10,105,73,1,0,0,0,1,0,-1,0,-1,0,1
6,6,1,724243,1,515,0,9a24d9b9d54e08a85aacff29ad0e7e68,0,5,0,201524,0,0,4,46879,0,201524,1,103,-20,24,-90,38,1,2,2,0,2,101,100,7,9,49,1
6,7,1,724245,1,92,1,64e20f5337745cde87c2c13578393968,1,7,0,321468,0,0,7,59634,0,321468,0,,,,,,2,500000000,900000000,0,0,18,-121,1,-105,117,1
6,831,0,724246,0,78,1,9fa83d426b6faa0b73127dac6b390b60,1,7,0,021548,0,0,08557,14381,0,021548,1,83,-2,-75,-37,-117,1,0,0,0,1,0,-1,0,-1,0,1
6,832,1,724247,1,22,0,a9c84af74e0bb0497181ae4b40adc72e,0,2,0,043037,0,0,1,63103,0,043037,1,17,-114,-16,81,17,1,0,0,0,1,0,-1,0,-1,0,1
6,833,1,724248,1,150,0,53041daa02a0af4455113a4f057913d9,0,0,0,174269,0,0,0,34192,0,174269,1,-48,-124,38,47,-48,1,0,0,0,1,0,-1,0,-1,0,1
6,834,1,724249,1,81,0,a9daefb255cae7aa5c15141ecb6ee660,0,3,0,283097,0,0,2,78764,0,283097,1,-48,-85,43,-41,-30,1,0,0,0,1,0,-1,0,-1,0,1
6,835,1,724250,1,157,1,d44d3811bb651818ff96e718c0ba1fe9,1,7,0,298079,0,0,08557,13510,0,298079,1,-68,-14,113,-1,63,1,0,0,0,1,0,-1,0,-1,0,1
6,836,1,724251,1,332,0,ee535ca8a050b4b9153f566501d53eaf,0,2,0,317987,0,0,1,65527,0,317987,1,112,95,-103,9,112,1,0,0,0,1,0,-1,0,-1,0,1
6,837,1,724252,1,527,0,bb6fbb9c64e646a3cd20efcd2c4a0565,0,2,0,002023,0,0,1,56127,0,002023,1,92,60,83,17,92,1,0,0,0,1,0,-1,0,-1,0,1
6,838,1,724253,1,591,0,a466a39ec918875395870dd566394c1b,0,2,0,120134,0,0,1,75554,0,120134,1,-84,12,53,84,-84,1,0,0,0,1,0,-1,0,-1,0,1
055079,3,0,670214,0,698,0,22237ffd0cca1d84410ddeadcf0a5476,0,3,3,830374,0,0,2,68364,3,830374,0,,,,,,2,3,3,0,0,-127,-104,1,68,3,2
055079,4,0,670498,0,822,0,ec8914058bbc53eab7af3012f9e56e8a,0,0,3,982241,0,0,0,29174,3,982241,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,825,0,670499,0,847,1,67180045e0c887b4cd657f79988e13ac,1,7,3,741668,0,0,7,99626,3,741668,1,-95,8,-110,29,-95,1,0,0,0,1,0,-1,0,-1,0,2
055079,5,0,720906,0,756,0,69e6c56ab9215a412c9eb7c9d949f6f5,0,0,3,814961,0,0,0,31965,3,814961,1,49,-7,21,-107,9,1,0,0,0,1,0,-1,0,-1,0,2
055079,0,0,720915,0,586,1,2fdd4635737faafcdd6cdba199061430,1,1,3,687357,0,0,3,71227,3,687357,0,,,,,,2,150000000,4,0,2,6,-103,3,51,24,2
055079,828,1,720947,1,386,0,4e736901f484e52e43de780fb8e4d70b,0,4,3,696616,0,0,02349,01819,3,696616,0,,,,,,2,1,1,0,0,8,97,1,105,1,2
055079,6,0,721192,0,645,0,8df937597b6d17b1f2a4e043da444933,0,6,3,866150,0,0,5,19098,3,866150,1,-3,55,21,89,0,1,5,6,0,2,57,88,6,49,24,2
055079,7,1,721193,1,624,1,d79821045a80624c336a09df624a4a57,1,1,3,921259,0,0,3,03264,3,921259,1,-41,54,34,72,-105,1,0,0,0,1,0,-1,0,-1,0,2
055079,831,1,721409,1,770,0,def4c395712ec62aa6547f8b0dee5030,0,6,4,016993,0,0,5,25867,4,016993,1,-20,-92,48,-36,22,1,0,0,0,1,0,-1,0,-1,0,2
055079,832,0,721439,0,520,0,2bd3bc41f340589033e081bcd10d68d6,0,6,3,684780,0,0,5,26274,3,684780,1,38,-78,-35,-33,96,3,0,0,0,1,0,-1,0,-1,0,2
055079,833,2,721673,2,784,1,349410c4a1029a5a038bcabdba943c0c,1,1,3,759537,0,0,3,72534,3,759537,0,,,,,,2,20000000,1,0,0,104,4,2,5,1,2
055079,834,0,721680,0,504,0,6caea6e924ac4c8359688f458dd22c6d,0,6,3,928103,0,0,5,13098,3,928103,0,,,,,,2,1,1,0,0,3,113,2,17,1,2
055079,835,1,721690,1,414,1,55d3dd943204986b75ac8e09e71c67b2,1,7,3,997510,0,0,7,96786,3,997510,1,-91,-56,-47,-112,-122,4,150000000,4,0,0,121,104,1,66,3,2
055079,836,1,721709,1,479,0,c36315abc86517c3a38dd84df3ea7a24,0,3,3,852404,0,0,2,65160,3,852404,1,37,-122,69,120,120,1,0,0,0,1,0,-1,0,-1,0,2
055079,837,0,721719,0,194,1,b03f4c72305bfdcc59e5c17bfb3dca8a,1,7,3,725254,0,0,08557,08850,3,725254,1,-5,25,-107,46,-5,1,0,0,0,1,0,-1,0,-1,0,2
055079,838,0,721926,0,503,0,f92027f298285aa0c9c12169290f44ca,0,3,3,687298,0,0,2,64499,3,687298,0,,,,,,2,1,1,0,0,7,-128,2,19,1,2
055079,839,1,721941,1,618,0,22c14f391b69a1d7bfab8e1347cefd0a,0,0,3,719157,0,0,0,45953,3,719157,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,840,0,721943,0,533,0,264f3452e52a4911277eb968d6479752,0,5,3,809138,0,0,4,43770,3,809138,1,28,15,-20,21,28,1,1,1,0,0,7,-125,2,2,5,2
055079,841,1,721944,1,792,0,1e1a232330991fc102fec1107a897b1c,0,4,3,890872,0,0,6,97924,3,890872,0,,,,,,2,37200000,37200000,0,0,100,-109,1,-122,104,2
055079,842,0,721948,0,798,0,ac823ca948ac20280cd73553bdf3a32d,0,2,3,957168,0,0,1,55526,3,957168,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,843,1,721956,1,183,1,d9a38afbf46aea5e3dc676f81a1d8d38,1,1,3,714898,0,0,3,40076,3,714898,1,-98,54,-74,16,-33,1,0,0,0,1,0,-1,0,-1,0,2
055079,844,1,721957,1,78,0,bbcdb3a2735475b0f98be5bc8339c601,0,6,3,772502,0,0,5,19884,3,772502,1,-47,110,-64,-66,-126,3,0,0,0,1,0,-1,0,-1,0,2
055079,845,0,721966,0,478,1,8978699168008a38acfcd5fb0bb562b0,1,7,3,686628,0,0,08557,05110,3,686628,1,-19,74,-103,110,-4,1,0,0,0,1,0,-1,0,-1,0,2
055079,846,1,722186,1,827,0,3908e31b0d6a361d97b792fb0c4b23e9,0,5,3,825896,0,0,4,50248,3,825896,0,,,,,,2,1,1,0,0,1,105,2,-119,1,2
055079,847,0,722187,0,968,0,b67b42603ae69bb2da5581b4583d2af1,0,0,3,864130,0,0,0,37087,3,864130,1,0,91,66,24,-32,1,0,0,0,1,0,-1,0,-1,0,2
055079,848,0,722194,0,677,0,18f5e8df6611e0d9d2bd76af3c9c286b,0,0,3,983815,0,0,0,43481,3,983815,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,849,0,722207,0,442,0,58976741f98e106ea6a105f5173d9fac,0,3,3,684727,0,0,2,64473,3,684727,0,,,,,,2,1,1,0,0,73,8,2,115,1,2
055079,850,1,722220,1,422,1,021ae74118de7c3691d0083877976c2e,1,7,3,732138,0,0,7,61562,3,732138,1,-35,80,-7,-36,-86,1,0,0,0,1,0,-1,0,-1,0,2
055079,851,2,722434,2,937,0,9fb49d0c852b1efbd28f5b91b24cf184,0,5,4,004932,0,0,4,59352,4,004932,0,,,,,,2,5,6,0,0,-105,5,4,-106,5,2
055079,852,1,722694,1,706,0,b189b53f990dfc4389183f6810c79134,0,4,3,882421,0,0,6,95881,3,882421,1,-100,-32,-21,113,125,1,0,0,0,1,0,-1,0,-1,0,2
055079,853,0,722710,0,541,0,b73ee2b6fc02566215b13d7adcd0d0d7,0,5,3,989999,0,0,4,54291,3,989999,1,31,85,56,-34,23,1,0,0,0,1,0,-1,0,-1,0,2
055079,854,0,722732,0,51,0,e7f4d2d7bdef0bde78f634bd73e4585d,0,2,3,877314,0,0,1,67095,3,877314,0,,,,,,2,2,2,0,0,38,117,5,65,5,2
055079,855,0,722976,0,610,0,2102b437a4be19371250a9604a8408b7,0,0,3,687485,0,0,0,37539,3,687485,1,-123,-6,-118,72,118,1,0,0,0,1,0,-1,0,-1,0,2
055079,856,1,722984,1,945,0,7354a90719213c6193c70bda87d7ffd1,0,3,3,778477,0,0,2,74007,3,778477,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,857,0,723209,0,886,0,aacfa3ea2855154b89c4a68eb9a8d35c,0,2,3,913231,0,0,1,60474,3,913231,1,106,-6,-119,-84,37,1,0,0,0,1,0,-1,0,-1,0,2
055079,858,1,723232,1,479,0,d07d042b49c52e0b6b71ee2e933fed3a,0,0,3,752665,0,0,0,44441,3,752665,0,,,,,,2,1,1,0,0,3,113,2,17,1,2
055079,859,1,723239,1,974,0,7327eae65f67b34f5806194b0105102c,0,4,3,807149,0,0,6,90400,3,807149,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,860,1,723462,1,314,0,048e9ab2a94d095e6a2ed6c5afbd2b4b,0,0,3,981478,0,0,0,40163,3,981478,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,861,0,723477,0,179,1,b83bd641c05149c157d2b3b735119590,1,1,3,725476,0,0,3,31690,3,725476,0,,,,,,2,150000000,4,0,2,6,-103,3,51,24,2
055079,862,1,723497,1,398,0,34286b12fbb7c6250eb8a98856c05eae,0,3,3,804403,0,0,2,64288,3,804403,0,,,,,,2,3,3,0,0,-112,-108,1,23,1,2
055079,863,0,723498,0,18,0,cbaac30cf6e45b285fdea22cc5335042,0,3,3,921341,0,0,2,73804,3,921341,0,,,,,,2,1,1,0,0,7,-128,2,19,1,2
055079,864,0,723714,0,413,0,a9d599474db22beb93f8e9dd61cf9506,0,4,3,686713,0,0,6,99405,3,686713,0,,,,,,2,2,2,0,2,99,56,6,115,48,2
055079,865,1,723717,1,967,0,fcd70d0a8a703eb14d84985d246b8028,0,3,3,773729,0,0,2,66423,3,773729,0,,,,,,2,4,5,0,2,4,68,3,19,32,2
055079,866,0,723724,0,798,0,3e4e55dfa85220412c4e24f2b97309af,0,0,3,814120,0,0,0,32250,3,814120,1,119,-73,-34,101,-59,1,0,0,0,1,0,-1,0,-1,0,2
055079,867,0,723725,0,408,0,a4afcec0e1c0d525f6fda43bf58f536a,0,5,3,876392,0,0,4,47631,3,876392,1,-127,8,-48,86,-127,1,0,0,0,1,0,-1,0,-1,0,2
055079,868,0,723742,0,623,0,f2241459623de4ecef17c2009ee68017,0,4,3,687293,0,0,6,99294,3,687293,0,,,,,,2,134857000,554288000,0,0,-108,-103,4,-125,8,2
055079,869,1,723762,1,892,0,430a229e85d95e0093e149b88ede7285,0,4,3,740344,0,0,02349,03179,3,740344,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,2
055079,870,1,723762,1,997,0,6a95bd5966de0e499d88ef8616e6e45c,0,3,3,825488,0,0,2,77073,3,825488,1,-112,52,-15,-57,-1,1,0,0,0,1,0,-1,0,-1,0,2
055079,871,1,723989,1,347,0,3822613eee9c71a8032292c29e20ad3d,0,3,3,701356,0,0,2,68405,3,701356,0,,,,,,2,5,6,0,0,85,52,1,39,25,2
055079,872,1,723997,1,347,0,f2b06c6dd323b647c9d323c8560e7ba3,0,0,3,897602,0,0,0,34005,3,897602,0,,,,,,2,3,3,0,0,71,8,1,69,98,2
055079,873,0,724018,0,712,0,496d1c04e902b8c41c6c58bb937c89ff,0,3,3,686615,0,0,2,72796,3,686615,1,-126,31,-48,61,-126,1,0,0,0,1,0,-1,0,-1,0,2
055079,874,0,724021,0,927,1,7fcde60a18b85cb30881356f45370236,1,1,3,843020,0,0,3,26547,3,843020,1,39,114,22,112,-35,1,0,0,0,1,0,-1,0,-1,0,2
055079,875,2,724022,2,422,1,156de5dec63199514e623b476648316a,1,1,3,937076,0,0,3,60987,3,937076,0,,,,,,2,20000000,1,0,0,104,4,2,5,1,2
055079,876,1,724025,1,300,1,2d96b22990066cda5ee57ef205664396,1,1,3,944791,0,0,3,67803,3,944791,1,-64,40,-2,-77,69,1,0,0,0,1,0,-1,0,-1,0,2
055079,877,0,724027,0,210,0,4e1420b50783905793ed275e4c23f3d9,0,2,3,955957,0,0,1,69238,3,955957,1,-24,-117,20,28,66,1,0,0,0,1,0,-1,0,-1,0,2
055079,878,1,724224,1,311,1,d5034b8da5c0fb70f22d9288f3228144,1,7,4,013664,0,0,7,50895,4,013664,1,110,-68,-24,19,2,1,0,0,0,1,0,-1,0,-1,0,2
055079,879,1,724224,1,826,1,d894d9d2a5f4da442a0c839f16645bf5,1,7,3,685968,0,0,7,99778,3,685968,0,,,,,,2,6,4,0,2,114,102,3,53,39,2
055079,880,1,724225,1,877,1,038baa63957945661dcc9d5b7357176a,1,7,3,710982,0,0,7,88607,3,710982,0,,,,,,2,104857000,524288000,0,0,-109,72,1,41,113,2
