head_2,head_7,head_8,head_10,head_12,head_13_0,head_13_1,head_14,head_21_value_1,head_21_value_2,head_21_value_3,body_11,body_12,body_13,body_14_value_1,body_14_value_2,body_14_value_3,body_14_value_4,body_15_value_1,body_15_value_2,body_15_value_3,body_15_value_4,body_15_value_5,body_16,body_17
5,7,21,900,1,11,57089,6615057,6,5,,80,65,2,,,,,,,,,,593825462468.0,2097663.0
5,7,23,200,1,11,57089,6615057,6,5,,80,65,2,,,,,,,,,,593825462468.0,2097663.0
5,7,26,300,2,11,57090,6615057,6,5,,80,65,2,,,,,,,,,,597043961720.0,2100571.0
1,7,26,900,1,11,57091,6615057,6,,,80,65,5,,,,,,,,,,590649872054.0,2098549.0
1,7,28,300,1,11,57091,6615057,6,,,80,65,5,,,,,,,,,,590649872054.0,2098549.0
6,7,27,0,2,11,57092,6615056,8,,,5,128,0,,,,,,,,,,631702975.0,2100088.0
1,7,27,200,2,11,57093,6615057,6,,,80,65,2,,,,,,,,,,588455781167.0,2101064.0
1,7,28,300,2,11,57093,6615057,6,,,80,65,2,,,,,,,,,,588455781167.0,2101064.0
1,7,27,900,1,11,57094,6615057,6,,,80,65,1,,,,,,,,,,584141204972.0,2102349.0
1,7,28,300,1,11,57094,6615057,6,,,80,65,1,,,,,,,,,,584141204972.0,2102349.0
1,7,30,500,0,11,57095,6615056,9,5,,5,128,1,,,,,,,,,,21650473256.0,2098531.0
1,7,33,400,0,11,57095,6615056,9,5,,5,128,1,,,,,,,,,,21650473256.0,2098531.0
4,7,33,0,7,11,57111,6615057,6,,,80,65,1,,,,,,,,,,594882981924.0,2101845.0
5,7,38,500,1,11,57112,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2102196.0
5,7,33,400,1,11,57112,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2102196.0
1,7,43,600,6,11,57113,6615057,6,,,80,65,1,,,,,,,,,,585213085832.0,2102457.0
1,7,34,300,6,11,57113,6615057,6,,,80,65,1,,,,,,,,,,585213085832.0,2102457.0
1,7,38,500,2,11,57114,6615057,6,,,80,65,1,,,,,,,,,,599168596201.0,2098846.0
1,7,35,900,2,11,57114,6615057,6,,,80,65,1,,,,,,,,,,599168596201.0,2098846.0
6,7,38,500,3,11,57130,6615056,9,,,5,128,0,,,,,,,,,,4662559002.0,2099453.0
9,7,38,0,3,11,57130,6615056,9,,,5,128,0,,,,,,,,,,4662559002.0,2099453.0
1,7,39,400,2,11,57131,6615057,6,,,80,65,4,,,,,,,,,,593848815689.0,2103118.0
1,7,43,600,2,11,57131,6615057,6,,,80,65,4,,,,,,,,,,593848815689.0,2103118.0
1,7,41,100,7,11,57132,6615057,6,,,80,65,5,,,,,,,,,,600311337827.0,2100230.0
4,7,43,700,0,11,57133,6615056,9,,,5,128,1,,,,,,,,,,22323004747.0,2098161.0
4,7,48,800,0,11,57133,6615056,9,,,5,128,1,,,,,,,,,,22323004747.0,2098161.0
5,7,43,900,1,11,57134,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2102951.0
5,7,48,800,1,11,57134,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2102951.0
1,7,45,500,7,11,57136,6615057,6,,,80,65,1,,,,,,,,,,584134039848.0,2102275.0
6,7,49,500,2,11,57137,6615056,8,,,5,128,0,,,,,,,,,,1069089064.0,2100234.0
6,7,53,900,2,11,57137,6615056,8,,,5,128,0,,,,,,,,,,1069089064.0,2100234.0
4,7,50,600,7,11,57138,6615056,9,,,5,128,1,,,,,,,,,,21846099326.0,2097394.0
4,12,9,200,7,11,57138,6615056,9,,,5,128,1,,,,,,,,,,21846099326.0,2097394.0
4,7,52,0,7,11,57139,6615057,6,,,80,65,1,,,,,,,,,,595952094658.0,2100556.0
1,7,52,100,3,11,57140,6615057,6,,,80,65,4,,,,,,,,,,594931242920.0,2103237.0
1,2,36,500,3,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
1,7,52,200,4,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
1,7,53,900,4,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
4,7,59,0,3,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
1,1,20,500,3,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
4,12,40,0,3,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
1,12,29,700,4,11,57141,6615057,9,,,80,65,1,,,,,,,,,,584133107179.0,2098932.0
5,7,52,400,3,11,57142,6615057,5,1,,80,65,1,,,,,,,,,,591654108468.0,2098081.0
4,7,52,800,6,11,57143,6615056,8,5,,5,128,0,,,,,,,,,,4428989884.0,2101494.0
6,7,59,0,6,11,57143,6615056,8,5,,5,128,0,,,,,,,,,,4428989884.0,2101494.0
1,7,59,300,4,11,57144,6615057,6,,,80,65,1,,,,,,,,,,600245916152.0,2097389.0
1,12,4,100,2,11,57145,6615057,6,,,80,65,4,,,,,,,,,,614257942509.0,2103296.0
1,12,0,100,2,11,57145,6615057,6,,,80,65,4,,,,,,,,,,614257942509.0,2103296.0
1,12,1,100,2,11,57146,6615057,6,,,80,65,6,,,,,,,,,,585292366636.0,2101546.0
1,12,4,100,3,11,57162,6615057,6,,,80,65,2,,,,,,,,,,599184271873.0,2101656.0
1,12,3,300,3,11,57162,6615057,6,,,80,65,2,,,,,,,,,,599184271873.0,2101656.0
1,12,4,100,2,11,57163,6615057,6,,,80,65,3,,,,,,,,,,588468760168.0,2099244.0
4,12,4,0,2,11,57163,6615057,6,,,80,65,3,,,,,,,,,,588468760168.0,2099244.0
5,12,4,400,6,11,57164,6615057,9,5,,80,65,1,,,,,,,,,,597018499372.0,2097268.0
1,12,5,300,3,11,57165,6615057,6,,,80,65,2,,,,,,,,,,592742521850.0,2101390.0
1,12,5,900,6,11,57166,6615057,6,,,80,65,6,,,,,,,,,,596030457809.0,2098089.0
1,12,9,200,6,11,57166,6615057,6,,,80,65,6,,,,,,,,,,596030457809.0,2098089.0
4,12,11,500,7,11,57182,6615056,9,,,5,128,1,,,,,,,,,,22496542981.0,2099352.0
5,12,11,500,1,11,57183,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2100823.0
5,12,14,400,1,11,57183,6615057,6,5,,80,65,1,,,,,,,,,,593805937033.0,2100823.0
4,12,12,700,6,11,57184,6615056,8,,,5,128,1,,,,,,,,,,22133278129.0,2100914.0
1,12,16,200,2,11,57186,6615057,6,,,80,65,3,,,,,,,,,,589543485508.0,2100763.0
1,12,19,500,2,11,57186,6615057,6,,,80,65,3,,,,,,,,,,589543485508.0,2100763.0
1,12,17,400,1,11,57187,6615057,6,,,80,65,2,,,,,,,,,,586311164762.0,2099076.0
1,12,19,500,1,11,57187,6615057,6,,,80,65,2,,,,,,,,,,586311164762.0,2099076.0
1,12,21,300,2,11,57188,6615057,6,,,80,65,1,,,,,,,,,,586291534804.0,2097178.0
1,12,24,600,2,11,57188,6615057,6,,,80,65,1,,,,,,,,,,586291534804.0,2097178.0
6,12,22,900,2,11,57189,6615056,8,,,5,128,0,,,,,,,,,,4941480491.0,2100737.0
6,12,24,600,2,11,57189,6615056,8,,,5,128,0,,,,,,,,,,4941480491.0,2100737.0
5,12,29,400,3,11,57190,6615057,6,5,,80,65,4,,,,,,,,,,584195612704.0,2102672.0
5,12,29,700,3,11,57190,6615057,6,5,,80,65,4,,,,,,,,,,584195612704.0,2102672.0
5,12,29,800,1,11,57191,6615057,6,5,,80,65,2,,,,,,,,,,598113719928.0,2101640.0
1,12,34,800,6,11,57192,6615057,6,,,80,65,3,,,,,,,,,,598138997905.0,2097911.0
1,12,30,500,6,11,57192,6615057,6,,,80,65,3,,,,,,,,,,598138997905.0,2097911.0
1,12,31,700,1,11,57193,6615057,6,,,80,65,1,,,,,,,,,,589506428540.0,2101451.0
1,12,34,100,3,11,57194,6615057,6,,,80,65,2,,,,,,,,,,594895255746.0,2102283.0
1,12,34,800,3,11,57194,6615057,6,,,80,65,2,,,,,,,,,,594895255746.0,2102283.0
4,12,34,500,7,11,57195,6615056,9,,,5,128,1,,,,,,,,,,21846099326.0,2103155.0
6,12,35,100,3,11,57196,6615056,8,,,5,128,0,,,,,,,,,,4878303990.0,2100049.0
1,12,45,100,2,11,57212,6615057,6,,,80,65,6,,,,,,,,,,596040803682.0,2099968.0
4,12,40,0,2,11,57212,6615057,6,,,80,65,6,,,,,,,,,,596040803682.0,2099968.0
1,2,0,400,7,11,57213,6615057,6,,,80,65,6,,,,,,,,,,587445027863.0,2098959.0
1,2,36,500,7,11,57213,6615057,6,,,80,65,6,,,,,,,,,,587445027863.0,2098959.0
1,12,42,100,7,11,57213,6615057,6,,,80,65,6,,,,,,,,,,587445027863.0,2098959.0
6,12,45,100,1,11,57229,6615056,9,,,5,128,0,,,,,,,,,,4336387271.0,2103050.0
6,12,44,500,1,11,57229,6615056,9,,,5,128,0,,,,,,,,,,4336387271.0,2103050.0
1,12,45,200,1,11,57230,6615056,9,5,,5,128,1,,,,,,,,,,21987787458.0,2099319.0
4,12,46,100,1,11,57231,6615056,9,,,5,128,1,,,,,,,,,,21615542649.0,2099783.0
6,12,48,0,1,11,57232,6615056,9,,,5,128,1,,,,,,,,,,21615542649.0,2097546.0
4,12,50,200,1,11,57232,6615056,9,,,5,128,1,,,,,,,,,,21615542649.0,2097546.0
4,2,36,500,1,11,57232,6615056,9,,,5,128,1,,,,,,,,,,21615542649.0,2097546.0
1,1,20,500,1,11,57232,6615056,9,5,,5,128,1,,,,,,,,,,21615542649.0,2097546.0
1,12,50,800,0,11,57233,6615056,9,5,1,5,128,0,,,,,,,,,,5193925996.0,2103090.0
4,2,0,400,0,11,57233,6615056,9,5,,5,128,0,,,,,,,,,,5193925996.0,2103090.0
4,2,36,500,0,11,57233,6615056,9,5,,5,128,0,,,,,,,,,,5193925996.0,2103090.0
4,13,22,600,0,11,57233,6615056,9,5,,5,128,0,,,,,,,,,,5193925996.0,2103090.0
4,12,53,0,7,11,57234,6615057,6,,,80,65,4,,,,,,,,,,600300097148.0,2102530.0
1,12,57,400,1,11,57236,6615057,6,,,80,65,1,,,,,,,,,,597029741848.0,2099511.0
1,2,0,400,1,11,57236,6615057,6,,,80,65,1,,,,,,,,,,597029741848.0,2099511.0
5,12,57,700,1,11,57237,6615057,6,5,,80,65,4,,,,,,,,,,584188309937.0,2102966.0
5,2,0,400,1,11,57237,6615057,6,5,,80,65,4,,,,,,,,,,584188309937.0,2102966.0
5,2,36,500,1,11,57237,6615057,6,5,,80,65,4,,,,,,,,,,584188309937.0,2102966.0
5,12,59,400,7,11,57238,6615057,5,8,,80,65,1,,,,,,,,,,600240883306.0,2101019.0
1,2,0,400,2,11,57239,6615057,6,,,80,65,1,,,,,,,,,,589509064114.0,2097409.0
5,2,5,600,2,11,57240,6615057,6,5,,80,65,4,,,,,,,,,,587411916411.0,2097793.0
5,2,2,300,2,11,57240,6615057,6,5,,80,65,4,,,,,,,,,,587411916411.0,2097793.0
5,2,36,500,2,11,57240,6615057,6,5,,80,65,4,,,,,,,,,,587411916411.0,2097793.0
4,2,5,600,1,11,57242,6615056,9,,,5,128,1,,,,,,,,,,22240363628.0,2097427.0
4,2,5,300,1,11,57242,6615056,9,,,5,128,1,,,,,,,,,,22240363628.0,2097427.0
5,2,5,600,3,11,57243,6615057,6,5,,80,65,6,,,,,,,,,,598178698360.0,2098365.0
5,2,5,400,3,11,57243,6615057,6,5,,80,65,6,,,,,,,,,,598178698360.0,2098365.0
1,2,5,500,2,11,57244,6615057,6,,,80,65,1,,,,,,,,,,590578606286.0,2101676.0
1,2,10,700,2,11,57244,6615057,6,,,80,65,1,,,,,,,,,,590578606286.0,2101676.0
1,2,8,600,2,11,57245,6615057,5,,,80,65,2,,,,,,,,,,592747821558.0,2098136.0
5,2,10,700,2,11,57245,6615057,5,6,,80,65,2,,,,,,,,,,592747821558.0,2098136.0
1,2,9,800,5,11,57246,6615057,6,,,80,65,6,,,,,,,,,,594959778925.0,2098639.0
1,2,10,700,5,11,57246,6615057,6,,,80,65,6,,,,,,,,,,594959778925.0,2098639.0
1,2,15,800,4,11,57246,6615057,6,,,80,65,6,,,,,,,,,,594959778925.0,2098639.0
5,2,11,300,2,11,57247,6615057,6,5,,80,65,2,,,,,,,,,,597041806943.0,2100032.0
5,2,15,800,2,11,57247,6615057,6,5,,80,65,2,,,,,,,,,,597041806943.0,2100032.0
5,2,41,600,7,11,57248,6615057,6,5,,80,65,1,,,,,,,,,,594882981924.0,2098828.0
1,2,12,200,7,11,57248,6615057,6,,,80,65,1,,,,,,,,,,594882981924.0,2098828.0
1,2,14,100,0,11,57249,6615057,6,,,80,65,1,,,,,,,,,,668958621533.0,2102072.0
1,2,15,400,3,11,57250,6615057,6,,,80,65,4,,,,,,,,,,589555560761.0,2103007.0
1,2,15,800,3,11,57250,6615057,6,,,80,65,4,,,,,,,,,,589555560761.0,2103007.0
5,2,16,900,2,11,57251,6615057,6,5,,80,65,2,,,,,,,,,,594898549182.0,2102481.0
1,2,22,300,2,11,57252,6615057,6,,,80,65,2,,,,,,,,,,585236428201.0,2102671.0
1,2,23,700,2,11,57253,6615057,6,,,80,65,3,,,,,,,,,,597061546499.0,2101322.0
1,2,26,0,2,11,57253,6615057,6,,,80,65,3,,,,,,,,,,597061546499.0,2101322.0
5,2,36,500,6,11,57254,6615057,9,5,,80,65,1,,,,,,,,,,597018499372.0,2103204.0
5,2,36,300,6,11,57254,6615057,9,5,,80,65,1,,,,,,,,,,597018499372.0,2103204.0
5,2,30,600,6,11,57254,6615057,9,5,,80,65,1,,,,,,,,,,597018499372.0,2103204.0
1,2,37,600,2,11,57255,6615057,6,,,80,65,3,,,,,,,,,,591690969156.0,2101329.0
1,2,41,600,2,11,57255,6615057,6,,,80,65,3,,,,,,,,,,591690969156.0,2101329.0
1,2,37,600,6,11,57256,6615057,6,,,80,65,1,,,,,,,,,,600242577194.0,2102313.0
1,2,46,700,6,11,57256,6615057,6,,,80,65,1,,,,,,,,,,600242577194.0,2102313.0
4,2,43,400,0,11,57258,6615056,9,,,5,128,1,,,,,,,,,,21522417015.0,2097661.0
4,2,43,700,1,11,57259,6615056,6,,,5,128,1,,,,,,,,,,22377464314.0,2099540.0
4,2,46,700,1,11,57259,6615056,6,,,5,128,1,,,,,,,,,,22377464314.0,2099540.0
1,2,45,0,1,11,57261,6615057,6,5,,80,65,1,,,,,,,,,,587363794978.0,2099368.0
5,2,46,700,1,11,57261,6615057,6,5,,80,65,1,,,,,,,,,,587363794978.0,2099368.0
1,2,46,200,1,11,57262,6615057,6,,,80,65,1,,,,,,,,,,658220822634.0,2097609.0
1,2,46,700,1,11,57262,6615057,6,,,80,65,1,,,,,,,,,,658220822634.0,2097609.0
1,2,46,200,0,11,57263,6615057,6,,,80,65,6,,,,,,,,,,584223098529.0,2099691.0
1,2,46,700,0,11,57263,6615057,6,,,80,65,6,,,,,,,,,,584223098529.0,2099691.0
5,2,51,800,1,11,57264,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2101666.0
5,2,48,500,1,11,57264,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2101666.0
1,2,50,700,7,11,57265,6615057,6,,,80,65,1,,,,,,,,,,595951299868.0,2100179.0
4,2,57,0,6,11,57266,6615057,6,,,80,65,5,,,,,,,,,,589571325852.0,2102107.0
1,2,52,500,6,11,57266,6615057,6,,,80,65,5,,,,,,,,,,589571325852.0,2102107.0
4,2,53,600,0,11,57267,6615056,8,,,5,128,1,,,,,,,,,,17735352897.0,2098931.0
4,2,55,700,7,11,57268,6615056,9,,,5,128,1,,,,,,,,,,21846099326.0,2100393.0
9,2,57,0,2,11,57269,6615056,9,,,5,128,0,,,,,,,,,,4571923902.0,2100932.0
6,2,56,300,2,11,57269,6615056,9,,,5,128,0,,,,,,,,,,4571923902.0,2100932.0
5,2,59,200,4,11,57285,6615057,6,5,,80,65,1,,,,,,,,,,595956164908.0,2102040.0
5,13,2,100,4,11,57285,6615057,6,5,,80,65,1,,,,,,,,,,595956164908.0,2102040.0
4,13,2,0,1,11,57287,6615057,6,,,80,65,3,,,,,,,,,,592760394419.0,2100484.0
1,13,2,100,1,11,57287,6615057,6,,,80,65,3,,,,,,,,,,592760394419.0,2100484.0
1,13,7,200,1,11,57287,6615057,6,,,80,65,3,,,,,,,,,,592760394419.0,2100484.0
1,13,6,500,1,11,57288,6615057,6,,,80,65,5,,,,,,,,,,587431131318.0,2099370.0
1,13,7,200,1,11,57288,6615057,6,,,80,65,5,,,,,,,,,,587431131318.0,2099370.0
6,13,13,300,3,11,57305,6615056,9,,,5,128,0,,,,,,,,,,410058897.0,2102355.0
6,13,17,400,3,11,57305,6615056,9,,,5,128,0,,,,,,,,,,410058897.0,2102355.0
6,1,20,500,3,11,57305,6615056,9,,,5,128,0,,,,,,,,,,410058897.0,2102355.0
1,13,14,600,2,11,57306,6615057,6,,,80,65,3,,,,,,,,,,592760394419.0,2101392.0
4,13,15,100,2,11,57307,6615056,9,,,5,128,1,,,,,,,,,,21792358880.0,2101891.0
4,13,17,400,2,11,57307,6615056,9,,,5,128,1,,,,,,,,,,21792358880.0,2101891.0
1,13,18,500,4,11,57308,6615057,6,,,80,65,3,,,,,,,,,,595977818627.0,2102738.0
1,13,18,700,2,11,57309,6615057,6,,,80,65,2,,,,,,,,,,600264714279.0,2099882.0
1,13,19,500,6,11,57311,6615057,6,,,80,65,5,,,,,,,,,,589571325852.0,2102162.0
6,13,21,600,4,11,57312,6615056,9,,,5,128,0,,,,,,,,,,4937875732.0,2102012.0
6,13,22,600,4,11,57312,6615056,9,,,5,128,0,,,,,,,,,,4937875732.0,2102012.0
4,13,37,900,6,11,57313,6615056,8,,,5,128,1,,,,,,,,,,22061908942.0,2098979.0
4,13,30,600,6,11,57313,6615056,8,,,5,128,1,,,,,,,,,,22061908942.0,2098979.0
1,13,31,600,4,11,57314,6615056,5,9,,5,128,1,,,,,,,,,,21568029061.0,2097383.0
4,13,32,600,6,11,57315,6615056,8,,,5,128,1,,,,,,,,,,22133278129.0,2099703.0
4,13,32,800,6,11,57315,6615056,8,,,5,128,1,,,,,,,,,,22133278129.0,2099703.0
1,13,37,900,2,11,57316,6615057,6,,,80,65,1,,,,,,,,,,593804328318.0,2097544.0
1,13,35,800,2,11,57316,6615057,6,,,80,65,1,,,,,,,,,,593804328318.0,2097544.0
5,13,44,200,7,11,57317,6615057,8,5,,80,65,2,,,,,,,,,,599182051619.0,2100694.0
1,13,44,600,7,11,57318,6615057,6,,,80,65,2,,,,,,,,,,597035019096.0,2099785.0
1,13,47,600,1,11,57319,6615057,6,,,80,65,5,,,,,,,,,,592791873408.0,2100476.0
1,13,48,200,1,11,57319,6615057,6,,,80,65,5,,,,,,,,,,592791873408.0,2100476.0
4,13,49,600,4,11,57320,6615056,9,,,5,128,1,,,,,,,,,,17940087458.0,2102066.0
4,13,53,300,4,11,57320,6615056,9,,,5,128,1,,,,,,,,,,17940087458.0,2102066.0
5,13,50,700,2,11,57321,6615057,6,5,,80,65,2,,,,,,,,,,588450010675.0,2103267.0
5,13,53,300,2,11,57321,6615057,6,5,,80,65,2,,,,,,,,,,588450010675.0,2103267.0
6,13,53,800,3,11,57322,6615056,9,,,5,128,0,,,,,,,,,,427360623.0,2099217.0
1,10,0,900,1,11,57338,6615057,6,,,80,65,1,,,,,,,,,,590586919711.0,2097332.0
1,10,3,100,2,11,57340,6615057,6,,,80,65,2,,,,,,,,,,594898558489.0,2101822.0
1,10,3,500,2,11,57340,6615057,6,,,80,65,2,,,,,,,,,,594898558489.0,2101822.0
6,10,3,400,6,11,57341,6615056,9,,,5,128,0,,,,,,,,,,5076943965.0,2099172.0
6,10,8,600,6,11,57341,6615056,9,,,5,128,0,,,,,,,,,,5076943965.0,2099172.0
6,10,4,600,7,11,57342,6615056,5,,,5,128,0,,,,,,,,,,235209359.0,2103291.0
5,10,5,600,1,11,57358,6615057,6,5,,80,65,1,,,,,,,,,,600247213455.0,2097438.0
6,10,6,800,1,11,57359,6615056,9,,,5,128,0,,,,,,,,,,5128455195.0,2102121.0
6,10,8,600,1,11,57359,6615056,9,,,5,128,0,,,,,,,,,,5128455195.0,2102121.0
1,10,7,800,4,11,57360,6615057,6,,,80,65,1,,,,,,,,,,589515366304.0,2098910.0
1,10,8,600,4,11,57360,6615057,6,,,80,65,1,,,,,,,,,,589515366304.0,2098910.0
5,10,13,800,3,11,57361,6615057,5,6,,80,65,1,,,,,,,,,,660370661616.0,2101928.0
5,10,9,400,3,11,57361,6615057,5,6,,80,65,1,,,,,,,,,,660370661616.0,2101928.0
6,10,13,800,0,11,57362,6615056,9,,,5,128,0,,,,,,,,,,271385317.0,2099651.0
9,10,11,0,0,11,57362,6615056,9,,,5,128,0,,,,,,,,,,271385317.0,2099651.0
1,10,19,200,6,11,57393,6615057,6,,,80,65,1,,,,,,,,,,587360569480.0,2100351.0
1,10,22,0,2,11,57395,6615057,6,5,,80,65,2,,,,,,,,,,594898549182.0,2100451.0
1,10,24,0,2,11,57395,6615057,6,5,,80,65,2,,,,,,,,,,594898549182.0,2100451.0
5,10,23,100,2,11,57396,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2098298.0
1,10,24,0,2,11,57396,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2098298.0
5,5,4,600,2,11,57396,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2098298.0
5,1,20,500,2,11,57396,6615057,9,5,,80,65,4,,,,,,,,,,599215290630.0,2098298.0
1,10,29,600,6,11,57399,6615057,6,,,80,65,1,,,,,,,,,,597020588137.0,2100726.0
1,10,34,200,6,11,57399,6615057,6,,,80,65,1,,,,,,,,,,597020588137.0,2100726.0
4,10,31,400,1,11,57400,6615056,6,,,5,128,1,,,,,,,,,,18119786863.0,2100829.0
5,10,31,800,2,11,57401,6615057,6,5,,80,65,1,,,,,,,,,,584136261510.0,2099094.0
5,10,39,400,1,11,57401,6615057,6,5,,80,65,1,,,,,,,,,,584136261510.0,2099094.0
5,10,34,200,2,11,57401,6615057,6,5,,80,65,1,,,,,,,,,,584136261510.0,2099094.0
1,10,33,600,7,11,57402,6615057,5,,,80,65,1,,,,,,,,,,593810218736.0,2097195.0
5,10,33,700,2,11,57403,6615057,6,5,,80,65,2,,,,,,,,,,591669100144.0,2102502.0
5,10,34,200,2,11,57403,6615057,6,5,,80,65,2,,,,,,,,,,591669100144.0,2102502.0
7,10,43,400,2,11,57404,6615057,5,1,6,80,65,5,,,,,,,,,,588495119696.0,2100429.0
1,10,47,800,5,11,57405,6615057,6,,,80,65,6,,,,,,,,,,591737808478.0,2097316.0
1,10,49,600,5,11,57405,6615057,6,,,80,65,6,,,,,,,,,,591737808478.0,2097316.0
4,10,48,0,2,11,57406,6615057,6,,,80,65,6,,,,,,,,,,597114545506.0,2097618.0
1,10,49,600,2,11,57406,6615057,6,,,80,65,6,,,,,,,,,,597114545506.0,2097618.0
1,10,54,700,3,11,57407,6615057,6,,,80,65,4,,,,,,,,,,592782755934.0,2098954.0
1,10,52,0,3,11,57407,6615057,6,,,80,65,4,,,,,,,,,,592782755934.0,2098954.0
1,10,59,800,6,11,57408,6615057,6,,,80,65,2,,,,,,,,,,591666033962.0,2102111.0
1,10,52,500,6,11,57408,6615057,6,,,80,65,2,,,,,,,,,,591666033962.0,2102111.0
1,1,20,500,6,11,57408,6615057,6,,,80,65,2,,,,,,,,,,591666033962.0,2102111.0
1,10,52,800,5,11,57409,6615057,9,,,80,65,6,,,,,,,,,,630393963605.0,2101246.0
1,10,54,700,5,11,57409,6615057,9,,,80,65,6,,,,,,,,,,630393963605.0,2101246.0
1,10,59,800,2,11,57411,6615057,6,,,80,65,1,,,,,,,,,,661449185177.0,2099778.0
1,10,54,900,2,11,57411,6615057,6,,,80,65,1,,,,,,,,,,661449185177.0,2099778.0
1,10,59,800,3,11,57412,6615057,6,,,80,65,4,,,,,,,,,,597078726568.0,2098715.0
1,10,59,600,3,11,57412,6615057,6,,,80,65,4,,,,,,,,,,597078726568.0,2098715.0
1,1,20,500,3,11,57412,6615057,6,,,80,65,4,,,,,,,,,,597078726568.0,2098715.0
6,1,1,0,7,11,57413,6615056,8,,,5,128,1,,,,,,,,,,17689478295.0,2097749.0
1,1,1,400,2,11,57414,6615057,6,,,80,65,1,,,,,,,,,,661449185177.0,2100786.0
4,1,2,0,4,11,57415,6615057,6,,,80,65,1,,,,,,,,,,597026671394.0,2098069.0
4,1,5,0,4,11,57415,6615057,6,,,80,65,1,,,,,,,,,,597026671394.0,2098069.0
4,1,2,200,7,11,57416,6615056,8,,,5,128,1,,,,,,,,,,17689478295.0,2102994.0
1,1,2,300,3,11,57417,6615057,5,,,80,65,2,,,,,,,,,,588447245166.0,2097599.0
4,1,5,0,3,11,57417,6615057,5,,,80,65,2,,,,,,,,,,588447245166.0,2097599.0
1,1,2,900,7,11,57418,6615057,6,,,80,65,1,,,,,,,,,,624941998917.0,2102476.0
1,1,4,0,1,11,57419,6615057,6,,,80,65,1,,,,,,,,,,598103161822.0,2100066.0
4,1,5,0,1,11,57419,6615057,6,,,80,65,1,,,,,,,,,,598103161822.0,2100066.0
5,1,8,200,0,11,57435,6615057,9,5,,80,65,2,,,,,,,,,,585231519828.0,2101296.0
5,1,10,100,0,11,57435,6615057,9,5,,80,65,2,,,,,,,,,,585231519828.0,2101296.0
5,1,20,500,0,11,57435,6615057,9,5,,80,65,2,,,,,,,,,,585231519828.0,2101296.0
4,1,7,300,6,11,57436,6615056,8,5,,5,128,0,,,,,,,,,,4428989884.0,2102954.0
1,1,15,300,3,11,57467,6615057,5,,,80,65,2,,,,,,,,,,588447245166.0,2098052.0
1,1,17,400,1,11,57471,6615057,6,,,80,65,2,,,,,,,,,,592740688708.0,2098214.0
1,1,20,300,2,11,57471,6615057,6,,,80,65,2,,,,,,,,,,592740688708.0,2098214.0
1,1,20,500,2,11,57471,6615057,6,,,80,65,2,,,,,,,,,,592740688708.0,2098214.0
1,1,17,700,1,11,57472,6615057,6,,,80,65,1,,,,,,,,,,586294423165.0,2097653.0
1,1,20,300,1,11,57472,6615057,6,,,80,65,1,,,,,,,,,,586294423165.0,2097653.0
1,1,18,500,7,11,57473,6615057,6,,,80,65,1,,,,,,,,,,624941998917.0,2100513.0
5,1,23,400,7,11,57474,6615057,6,5,,80,65,1,,,,,,,,,,667886968799.0,2101668.0
7,1,23,600,2,11,57475,6615057,6,5,1,80,65,2,,,,,,,,,,592741861670.0,2101300.0
4,1,30,800,5,11,57477,6615056,9,,,5,128,1,,,,,,,,,,17267098449.0,2102328.0
4,1,26,400,5,11,57477,6615056,9,,,5,128,1,,,,,,,,,,17267098449.0,2102328.0
6,1,27,800,1,11,57478,6615056,9,,,5,128,0,,,,,,,,,,408945562.0,2097791.0
1,1,30,800,2,11,57480,6615057,6,,,80,65,2,,,,,,,,,,591669415865.0,2099802.0
1,1,29,600,2,11,57480,6615057,6,,,80,65,2,,,,,,,,,,591669415865.0,2099802.0
1,1,31,700,2,11,57496,6615057,8,,,80,65,3,,,,,,,,,,584178792253.0,2101956.0
1,1,35,900,2,11,57496,6615057,8,,,80,65,3,,,,,,,,,,584178792253.0,2101956.0
1,1,46,100,7,11,57497,6615057,9,,,80,65,1,,,,,,,,,,663600624482.0,2099494.0
1,1,33,0,7,11,57497,6615057,9,,,80,65,1,,,,,,,,,,663600624482.0,2099494.0
6,1,33,700,7,11,57498,6615056,9,,,5,128,0,,,,,,,,,,733152786.0,2099721.0
9,1,41,0,1,11,57514,6615056,9,,,5,128,0,,,,,,,,,,408945562.0,2099591.0
