head_1_0,head_1_1,head_1_2,head_2,head_4_0,head_4_1,head_5,head_6_0,head_6_1,head_8,head_9,head_10,head_11,head_13_0,head_13_1,head_13_2,head_13_3,head_13_4,head_13_5,head_14,body_0,body_2_0,body_2_1,body_2_2,body_2_3,body_2_4,body_3_0,body_3_1,body_3_2,body_3_3,body_3_4,body_3_5,body_7,body_10_value_1,body_10_value_2,body_10_separator_2,body_10_value_3,body_10_separator_3,body_10_value_4,body_10_separator_4,body_10_value_5,body_11,body_12,body_13,body_15,body_16_value_1,body_16_value_2,body_16_value_3,body_16_value_4,body_18_value_1,body_19,body_21
2,2,3,1,5,6,2,63,0,0,2a7a78da30a1289d520597164b370474,0,6,7,4,5,8,2,4,0,2,8,7,4,4,9,7,4,5,8,2,4,2,24.0,110.0,0,-23.0,0,97.0,0,82.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,2,4,0,5,9,1,3,0,0,f0e9d9235c75e5bdd014d48c69fad9b9,0,3,8,4,7,4,6,9,0,2,4,8,3,2,6,8,4,7,4,6,9,2,55.0,-104.0,0,93.0,0,-55.0,0,-82.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,2,5,0,72118,2,1,85,0,0,1f217bc6d83259b537f906366f3b4eb2,0,5,9,5,3,2,3,5,0,2,2,9,5,8,6,9,5,3,2,3,5,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,99,104,6,-112,39,1
2,2,6,0,72118,3,1,93,5,0,7c843e91259b522470b25687af9dc8f4,0,3,9,8,7,2,7,8,0,2,4,2,3,4,8,9,8,7,2,7,8,2,-57.0,-44.0,0,76.0,0,5,0,-64.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,2,7,1,72118,7,2,48,0,0,a5da2e5e091174105189be493b0fd8cb,0,4,7,3,1,7,3,3,0,2,9,2,6,2,8,7,3,1,7,3,3,2,98.0,126.0,0,55.0,0,-78.0,0,-124.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,2,8,0,10,2,1,30,0,1,0ab25b79a6f11afb16ab0c34a2f4ed32,1,7,9,1,6,2,3,3,0,2,85565,1,9,7,2,9,1,6,2,3,3,2,-21.0,19.0,0,-81.0,0,-99.0,0,-91.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,2,9,1,10,3,2,90,0,0,06c7ee142678bfd23bc15a67505f1195,0,6,9,3,1,5,2,3,0,2,43620,7,6,7,3,9,3,1,5,2,3,2,-27.0,10,0,53.0,0,62.0,0,6,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,3,0,0,10,8,1,80,5,0,6fd62fbf9e662f8882b8f746c90725e8,0,6,7,4,8,5,4,8,0,2,3,6,8,9,5,7,4,8,5,4,8,1,nan,nan,-1,nan,-1,nan,-1,nan,2,7,7,0,0,96,-119,5,0,80,1
2,3,1,1,10,9,2,55,0,0,3c51a13c6338b89a3ec8186f8a0092e6,0,3,7,8,4,6,3,0,0,2,4,2,0,0,3,7,8,4,6,3,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,39,16,5,64,0,1
2,3,2,0,72120,6,1,46,4,0,7c26d2f519fe3a130e396a0152954f0a,0,4,7,9,0,8,3,6,0,2,9,7,8,0,5,7,9,0,8,3,6,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,21,83,5,101,0,1
2,3,3,1,72141,2,2,61,0,1,c41dd2d921e96014ff80c56180378e9b,1,7,9,4,4,6,4,0,0,2,15,4,4,9,8,9,4,4,6,4,0,2,76.0,-100.0,0,-123.0,0,10.0,0,-53.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,3,4,0,72141,4,1,9,5,0,b58a39ee88c1cdb123472391e55f5191,0,0,9,4,5,7,2,4,0,2,0,4,2,0,6,9,4,5,7,2,4,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,33,103,5,103,0,1
2,3,5,1,72141,5,2,83,5,0,f00f9b1d20487d01317e3243349e70b4,0,5,6,7,3,9,5,0,0,2,2,1,6,8,1,6,7,3,9,5,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,6,4,0,2,-123,-104,82,-108,9,1
2,3,6,0,72143,6,1,48,0,1,b61f6e6e2ee59f082a624383768bf417,1,7,8,2,7,1,9,7,0,2,85565,2,6,2,1,8,2,7,1,9,7,2,104.0,101.0,0,15,0,39.0,0,-11.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,3,7,1,72143,8,2,4,4,0,b09d2d95116c2d8562b60e0dedaefa11,0,4,9,2,6,5,7,7,0,2,14,0,7,9,3,9,2,6,5,7,7,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,17,0,1
2,3,8,0,72143,9,1,49,0,0,3ed61b58621f37f877573bdf8aa1398f,0,0,9,5,2,6,3,6,0,2,0,6,3,8,4,9,5,2,6,3,6,2,-48.0,-102.0,0,0,0,45.0,0,93.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,3,9,0,72144,3,1,1,5,0,1ffab32a5681692deed06f109e2a613b,0,2,6,7,3,8,5,5,0,2,12,2,5,5,0,6,7,3,8,5,5,2,-81.0,14,0,6.0,0,-35.0,0,102.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,4,0,0,72144,8,1,74,9,0,cc6ebe40095f4b45967118eb0bf0da3a,0,3,8,5,4,1,2,2,0,2,6,0,6,4,7,8,5,4,1,2,2,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,-103,-128,5,19,0,1
2,4,1,0,72146,0,1,33,4,1,b763ef8cf80d244af8e2168ee6d0d261,1,7,6,7,1,6,4,1,0,2,85566,4,9,2,5,6,7,1,6,4,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,6,4,0,0,120,117,6,8,0,1
2,4,2,1,72167,1,2,53,9,0,c73543dd0458cc2d27b5c5e912152c0b,0,5,10,0,1,1,4,1,0,2,11,7,6,3,7,10,0,1,1,4,1,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,4,3,0,72167,5,1,46,9,0,bc4c86f361c3f207481ee5e80c72e5d0,0,3,7,6,5,4,2,0,0,2,120798,1,3,4,9,7,6,5,4,2,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,-103,-128,5,19,0,1
2,4,4,0,72167,6,1,98,9,0,23117d1a79ba93e35856fddabf7a3b0b,0,5,7,9,1,3,9,2,0,2,2,0,8,3,6,7,9,1,3,9,2,2,-112.0,-4.0,0,-120.0,0,122.0,0,10,1,2,9,0,2,115,33,9,66,49,1
2,4,5,1,72167,8,2,96,4,0,0514d5a6f31575198330685e8cef474c,0,4,8,5,8,1,2,4,0,2,7,7,4,4,9,8,5,8,1,2,4,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,104,83,4,32,1,1
2,4,6,0,72168,2,1,81,9,0,ed047dc6f8b0334c7843502e42586a1c,0,6,8,9,6,2,1,0,0,2,3,2,6,8,5,8,9,6,2,1,0,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,4,7,1,72169,1,2,25,9,0,a45a1a54a7bc2e77a4b05d55c9892966,0,6,6,7,3,2,9,9,0,2,3,3,9,2,6,6,7,3,2,9,9,2,16.0,79.0,0,2,0,-54.0,0,-69.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,4,8,1,72169,6,2,51,9,0,bfa25aa0b1c0733fd7e50475dc924c3e,0,2,8,1,3,3,2,8,0,2,5,2,0,2,4,8,1,3,3,2,8,1,nan,nan,-1,nan,-1,nan,-1,nan,2,3,3,0,0,113,-127,4,55,2,1
2,4,9,1,72169,7,2,52,4,1,7bf77da19fc3b0d27a62631f8159e3fd,1,1,8,2,6,2,8,1,0,2,243275,0,6,3,6,8,2,6,2,8,1,2,-24.0,-21.0,0,8.0,0,14,0,34.0,1,8,310000000,0,2,80,51,101,23,21,1
2,5,0,0,72170,0,1,49,9,0,79d38d065ca4fad82274d1709c4a6480,0,6,8,7,5,4,6,2,0,2,8,9,3,8,5,8,7,5,4,6,2,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,5,1,1,72170,1,2,60,9,0,508fde0ed2801a10f2fb0db72259ab70,0,4,9,2,8,1,5,1,0,2,7,0,4,8,8,9,2,8,1,5,1,2,9,-76.0,0,6,0,-9.0,0,-16.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,5,2,1,72171,8,2,39,8,0,8feab18e8d8b5355f1a61772714a36f4,0,3,9,1,1,2,0,9,0,2,6,2,7,0,5,9,1,1,2,0,9,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,5,3,0,6,1,1,27,4,0,16b13738b60940feb47649b88ff39390,0,3,6,7,3,0,0,8,0,2,120798,0,2,3,0,6,7,3,0,0,8,2,-126.0,-42.0,0,5,0,7,0,-63.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,5,4,0,6,4,1,87,8,0,12ffa430dbd0d7b846a2f804de9052f5,0,6,7,8,1,0,3,2,0,2,3,2,6,2,1,7,8,1,0,3,2,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,96,-125,5,115,1,1
2,5,5,1,6,9,2,69,3,0,babb4a198eda6f91bbcc242fe7a81a05,0,4,8,5,1,9,7,5,0,2,9,7,8,3,3,8,5,1,9,7,5,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,6,0,1
2,5,6,1,72193,0,2,25,3,0,673f0047b2ddf67ce17cbe7d559a42e8,0,6,9,5,4,7,0,1,0,2,3,3,9,5,4,9,5,4,7,0,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,48,105,5,-119,0,1
2,5,7,1,72194,5,2,31,3,1,424de57d66f3bbd324860a8ec0f629c9,1,1,8,1,0,7,2,6,0,2,243276,6,8,5,3,8,1,0,7,2,6,2,76.0,-21.0,0,12,0,35.0,0,5,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,5,8,2,8,0,3,71,3,0,310cdf58889e33f70ff449c638720065,0,6,9,8,4,0,9,1,0,2,3,8,7,0,1,9,8,4,0,9,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,-120,-111,4,20,64,1
2,5,9,2,8,1,3,21,3,1,49c4315767839c5e9b3e7ee348ffb57e,1,1,7,3,1,0,1,1,0,2,243272,7,3,2,8,7,3,1,0,1,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,9,1,0,0,64,-122,6,0,0,1
2,6,0,0,72197,5,1,21,8,0,de46d5a28c8dc11f7c5d253123803c18,0,5,9,9,5,4,8,6,0,2,2,9,8,4,9,9,9,5,4,8,6,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,6,1,1,72217,8,2,69,3,0,5c2ee3139088b7cd7dcbc44051b1084a,0,0,6,7,1,3,0,9,0,2,0,5,3,8,9,6,7,1,3,0,9,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,18,-109,4,105,116,1
2,6,2,1,72217,9,2,9,3,0,73b31a97ad6f76d61ab8498f7df0a9e1,0,0,8,0,3,5,5,9,0,2,115762,9,4,9,9,8,0,3,5,5,9,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,8,97,4,103,0,1
2,6,3,0,72219,2,1,34,2,0,617d2ad7acee15bf68351f63295e0b6d,0,0,9,0,2,0,4,8,0,2,0,9,2,4,7,9,0,2,0,4,8,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,39,16,5,64,0,1
2,6,4,0,72219,3,1,82,2,1,244da18a53fcad6ecd79f3458c3c7465,1,1,9,4,9,5,9,2,0,2,243271,4,9,1,6,9,4,9,5,9,2,1,nan,nan,-1,nan,-1,nan,-1,nan,2,10,4,0,2,115,-103,9,51,24,1
2,6,5,0,72220,2,1,73,7,1,be438f94378c77415f75b3afc244cae7,1,1,6,7,1,8,8,9,0,2,243272,6,7,3,8,6,7,1,8,8,9,2,4.0,7.0,0,-30.0,0,-26.0,0,-45.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,6,6,0,72220,5,1,59,7,0,2fc8d4d8789d25355a535716606d1dda,0,0,7,5,5,9,0,3,0,2,1,8,7,5,7,7,5,5,9,0,3,2,9.0,16.0,0,83.0,0,17.0,0,2.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,6,7,0,9,0,1,85,2,0,a3f69152cace7a23e244ac86cb94e7d2,0,3,8,4,1,5,0,1,0,2,4,3,1,7,6,8,4,1,5,0,1,2,7,109.0,0,-95.0,0,2,0,-108.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,6,8,1,9,5,2,35,3,1,4a2d361396a22d62d3bf6577ca255c10,1,7,9,0,2,5,2,8,0,2,85563,9,2,3,0,9,0,2,5,2,8,2,10.0,-24.0,0,-101.0,0,-89.0,0,108.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,6,9,1,9,6,2,30,7,0,c08b39aa9632f09d4b510233220f97e4,0,2,9,5,7,9,1,7,0,2,12,2,2,6,6,9,5,7,9,1,7,2,69.0,2.0,0,94.0,0,7,0,11.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,0,1,9,8,2,40,7,0,c1bc89cafbb579196d07c4765b1789e0,0,0,6,7,3,2,9,2,0,2,0,9,4,8,0,6,7,3,2,9,2,2,110.0,-40.0,0,49.0,0,119.0,0,8,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,1,0,7,2,1,24,7,0,335454e8a55dfe8e8a439b08f737bdaf,0,0,8,3,0,0,4,0,0,2,1,7,5,4,5,8,3,0,0,4,0,2,-28.0,-36.0,0,48.0,0,115.0,0,-105.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,2,0,7,5,1,31,2,0,38c208fd3c7add2543c7f9e0dba19753,0,5,9,7,4,7,4,5,0,2,13,5,2,0,1,9,7,4,7,4,5,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,5,0,1
2,7,3,1,7,6,2,84,7,1,e3cff7051b5c58a91af5e5d7b4d34e4a,1,7,6,7,2,0,0,8,0,2,85566,7,9,6,9,6,7,2,0,0,8,2,-75.0,-107.0,0,68.0,0,-35.0,0,29.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,4,0,7,8,1,7,7,0,34e51bff7aac7e40480c673d748e4287,0,5,8,1,8,7,2,4,0,2,2,7,5,0,8,8,1,8,7,2,4,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,5,0,72244,5,1,93,7,0,aea5e8ae4599e60b937edc2e9bb0f243,0,5,9,7,2,8,7,0,0,2,11,7,2,9,4,9,7,2,8,7,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,5,0,1
2,7,6,0,72244,9,1,68,7,0,0280263de42ab192f44f76b5a1f9ffbc,0,5,6,7,3,8,3,8,0,2,13,4,0,9,3,6,7,3,8,3,8,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,-103,70,6,100,33,1
2,7,7,0,72245,0,1,15,7,0,afb39520f8d4813db6613a04092e487c,0,5,7,4,4,2,6,4,0,2,2,8,0,0,3,7,4,4,2,6,4,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,7,8,2,72245,3,3,1,5,1,9905d81ee36d2d4be696d54a09777c17,1,1,8,5,5,6,2,3,0,2,243270,5,9,9,7,8,5,5,6,2,3,1,nan,nan,-1,nan,-1,nan,-1,nan,2,9,1,0,0,104,4,5,5,0,1
2,7,9,0,72245,6,1,56,7,0,25041e3609ad605550f9d2eb9bce5f43,0,5,9,1,3,4,5,0,0,2,11,6,6,8,9,9,1,3,4,5,0,2,-85.0,-50.0,0,-7.0,0,-94.0,0,40.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,8,0,0,72246,4,1,41,2,1,575b99267bd5b056fd15812624dbd859,1,7,6,7,1,1,4,1,0,2,85571,2,8,0,7,6,7,1,1,4,1,2,31.0,-32.0,0,-118.0,0,43.0,0,83.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,8,1,0,72246,5,1,34,2,1,1b1daa485e9454d48de15e3efcc3a05e,1,1,6,9,7,6,3,6,0,2,243271,2,1,4,1,6,9,7,6,3,6,1,nan,nan,-1,nan,-1,nan,-1,nan,2,10,4,0,2,115,-103,9,51,24,1
2,8,2,1,72246,8,2,87,6,0,0df81fd65c7849300e25891b4dd83569,0,3,7,7,3,9,4,4,0,2,6,6,1,7,0,7,7,3,9,4,4,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,8,3,1,72248,3,2,98,6,0,96a95f2eaeb49eef6d7ce55b4e36040e,0,5,9,1,5,2,8,1,0,2,2,8,1,4,0,9,1,5,2,8,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,6,4,0,2,-123,-104,82,-108,9,1
2,8,4,0,72270,7,1,84,6,0,f7f788d9d8dd879d2fae481c88962a99,0,2,9,9,6,9,4,6,0,2,5,3,5,1,7,9,9,6,9,4,6,2,12.0,6,0,-127.0,0,122.0,0,54.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,8,5,2,72270,9,3,45,1,1,b4fda6cd00a4bf32d297d505c71fc6ca,1,1,6,7,1,1,4,6,0,2,243272,6,4,0,3,6,7,1,1,4,6,1,nan,nan,-1,nan,-1,nan,-1,nan,2,9,1,0,0,64,-122,6,0,0,1
2,8,6,0,72271,2,1,18,6,0,61ed7cf258d30d047df7dadfbf1c2ec9,0,3,7,3,6,9,0,1,0,2,4,7,8,1,5,7,3,6,9,0,1,2,21.0,59.0,0,-51.0,0,14,0,21.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,8,7,0,12,0,1,88,6,0,aee13a9a2da28390e054b1c3087f4a1f,0,2,8,2,6,1,0,3,0,2,5,8,1,0,4,8,2,6,1,0,3,1,nan,nan,-1,nan,-1,nan,-1,nan,2,4,5,0,0,-111,113,3,40,121,1
2,8,8,1,12,3,2,22,6,0,3974435800c3b82e181749eab20a30eb,0,3,9,4,6,2,8,1,0,2,120795,9,6,7,3,9,4,6,2,8,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,5,6,0,0,85,52,4,39,25,1
2,8,9,0,72273,8,1,85,6,0,abd97b942bd3d9244dd65cd97e0a98d1,0,0,6,7,3,9,8,0,0,2,0,8,8,9,8,6,7,3,9,8,0,2,4,83.0,0,12,0,111.0,0,-14.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,0,1,72294,5,2,19,6,0,e3632e44bcd62c566b4aed4031b12742,0,2,7,2,9,7,1,7,0,2,12,2,1,4,9,7,2,9,7,1,7,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,1,1,72295,0,2,19,2,0,da889ce6162b368977e706064d242a15,0,2,8,1,3,6,2,3,0,2,5,7,9,2,9,8,1,3,6,2,3,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,2,0,72295,4,1,4,0,1,4b58fa130558db45494cf27a511c1f49,1,1,9,7,8,4,7,7,0,2,243270,3,6,5,8,9,7,8,4,7,7,2,20.0,-19.0,0,70.0,0,-81.0,0,14,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,3,1,72296,2,2,14,9,0,b66fa7dba327c9647e39f708a1c9dab7,0,3,7,1,2,0,2,3,0,2,4,8,9,9,9,7,1,2,0,2,3,1,nan,nan,-1,nan,-1,nan,-1,nan,2,4,5,0,2,-121,68,9,19,32,1
2,9,4,0,72296,3,1,65,6,0,53420547f86c7d5da45a1a9655ecb9a9,0,6,7,8,3,5,5,2,0,2,8,6,6,7,7,7,8,3,5,5,2,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,48,105,5,-127,0,1
2,9,5,1,72297,0,2,50,5,0,f162b5c8ab5069e85ccb2685072c296a,0,0,8,1,9,6,7,7,0,2,1,5,8,3,3,8,1,9,6,7,7,1,nan,nan,-1,nan,-1,nan,-1,nan,2,3,1080033000,0,2,48,80,9,0,81,1
2,9,6,1,72297,6,2,93,3,0,e35b10aa1e8df76bc804f85b26508e4b,0,5,8,3,5,4,6,0,0,2,13,4,6,6,5,8,3,5,4,6,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,6,4,0,2,-123,-104,82,-108,9,1
2,9,7,1,72298,5,2,76,0,1,91d2071edc2bfceda4f166d413c517d4,1,1,8,9,3,8,7,3,0,2,243271,4,6,3,4,8,9,3,8,7,3,2,-105.0,71.0,0,93.0,0,63.0,0,-33.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,8,0,72299,1,1,65,5,0,7db67eea95623d92341b4ae78a634b1c,0,5,6,7,2,3,7,2,0,2,13,1,8,6,2,6,7,2,3,7,2,2,-6.0,40.0,0,52.0,0,4,0,112.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
2,9,9,1,72299,5,2,14,5,1,5744be93c668dd7b9523b7fc8a53fd96,1,1,7,5,4,2,8,9,0,2,243270,0,4,6,6,7,5,4,2,8,9,2,-46.0,21.0,0,54.0,0,-76.0,0,42.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,0,1,72299,8,2,84,0,0,2206b7feb7b18e7e56df797a0881a065,0,3,7,5,9,2,4,6,0,2,4,6,8,4,4,7,5,9,2,4,6,2,-70.0,51.0,0,-77.0,0,-128.0,0,29.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,1,0,72299,9,1,59,0,0,fefa084eb54f41ef7ab4004f957fd4c9,0,0,7,8,4,0,5,6,0,2,1,4,3,2,0,7,8,4,0,5,6,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,6,0,1
588608,0,2,1,72300,1,2,76,0,1,74991b239eba058d9bb8e3e159a39076,1,7,8,2,1,7,4,5,0,2,85566,7,9,0,0,8,2,1,7,4,5,2,88.0,99.0,0,-5.0,0,111.0,0,88.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,3,0,72300,3,1,79,0,0,8374e3e1a9fc6ea066371d1cf0e608e0,0,2,8,8,1,8,4,1,0,2,12,4,7,4,5,8,8,1,8,4,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,81,113,5,5,0,1
588608,0,4,1,13,0,2,5,5,0,d97e3def963882292e333aa7e47f717f,0,6,6,7,1,8,1,8,0,2,8,2,7,2,2,6,7,1,8,1,8,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,5,0,13,5,1,13,5,1,8167a64c1f28042befffb85b67d98870,1,1,8,8,7,0,5,6,0,2,243270,8,2,2,1,8,8,7,0,5,6,2,77.0,-3.0,0,69.0,0,35.0,0,5.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,6,0,72321,1,1,45,5,0,6a26a9a3adecabc5d1ac8d020e7ed473,0,0,7,0,1,7,0,2,0,2,0,7,6,6,1,7,0,1,7,0,2,2,1,4.0,0,3,0,11,0,99.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,7,0,72321,2,1,21,5,0,d004ae571fb3cf38afd58b0624d2e280,0,4,7,2,6,7,2,1,0,2,14,1,9,7,5,7,2,6,7,2,1,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,8,1,72321,3,2,88,6,0,bb4e62a6328b074f35518d5a97728bb3,0,4,8,6,8,6,8,9,0,2,9,9,1,5,5,8,6,8,6,8,9,2,-45.0,77.0,0,87.0,0,24.0,0,-21.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,0,9,1,14,2,2,36,9,0,331a336f31edf3deeb1a5e2e730ba371,0,4,6,7,2,7,1,2,0,2,7,3,1,3,4,6,7,2,7,1,2,1,nan,nan,-1,nan,-1,nan,-1,nan,2,3,3,0,0,-124,100,3,66,117,1
588608,1,0,1,14,3,2,1,9,0,374ee6c216d38458539f39b1e06a7096,0,5,6,9,0,8,0,3,0,2,11,8,3,8,9,6,9,0,8,0,3,2,1,-80.0,0,-125.0,0,10,0,52.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,1,1,1,14,5,2,97,4,0,6837de320b344a9892dd73ea8ca7fa3c,0,4,8,5,6,8,5,9,0,2,9,8,8,7,4,8,5,6,8,5,9,1,nan,nan,-1,nan,-1,nan,-1,nan,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,1,2,1,72325,2,2,14,4,1,f058464d2cbca3df408dfa6dcc480c2f,1,7,6,7,3,7,0,1,0,2,85571,5,0,8,4,6,7,3,7,0,1,2,124.0,-128.0,0,-40.0,0,-78.0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,1,3,1,72345,8,2,74,9,0,02f5bfd379dca3386b93f7ea99235f45,0,0,6,7,2,8,5,7,0,2,115765,0,1,9,8,6,7,2,8,5,7,1,nan,nan,-1,nan,-1,nan,-1,nan,2,2,2,0,0,18,-109,4,105,116,1
588608,1,4,1,72345,9,2,98,4,0,cf1a5763aaa1fa1cda592085f463a455,0,0,7,4,2,9,3,8,0,2,1,8,8,2,6,7,4,2,9,3,8,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,48,105,5,-127,0,1
588608,1,5,0,72346,1,1,47,7,0,f5e6c02acf312231caafce69dfb8fbef,0,0,8,7,7,8,0,4,0,2,115762,9,0,8,9,8,7,7,8,0,4,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,39,16,5,64,0,1
588608,1,6,0,72348,8,1,9,4,0,b01ddb5aa2af755f1ea6bddc1c75306e,0,5,8,4,6,1,0,1,0,2,2,4,2,1,2,8,4,6,1,0,1,1,nan,nan,-1,nan,-1,nan,-1,nan,2,5,6,0,0,115,0,4,20,57,1
588608,1,7,1,72349,1,2,15,4,0,6ff0b760886cad70f87d0344c3a1a657,0,0,9,5,6,6,9,0,0,2,0,0,1,1,8,9,5,6,6,9,0,1,nan,nan,-1,nan,-1,nan,-1,nan,2,1,1,0,0,114,67,4,80,112,1
588608,1,8,1,72349,3,2,11,9,1,8c8a62f09f152136cb7cb689f5995cf8,1,1,6,7,1,6,1,8,0,2,243275,8,9,6,5,6,7,1,6,1,8,2,-32.0,-114.0,0,-79.0,0,54.0,0,43.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,1,9,2,72349,5,3,84,8,1,6d284ccc47c048aa965b5a001e645471,1,1,7,6,2,1,0,9,0,2,243276,1,3,0,8,7,6,2,1,0,9,1,nan,nan,-1,nan,-1,nan,-1,nan,2,9,1,0,0,64,-122,6,0,0,1
588608,2,0,1,72350,4,2,74,3,1,0ccfcdc3e7ef6a8c57f58683e50337e2,1,1,8,9,8,5,6,2,0,2,243271,9,2,8,9,8,9,8,5,6,2,2,4.0,-78.0,0,-51.0,0,24.0,0,-88.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
588608,2,1,0,72350,5,1,76,3,0,a3c37aad32ae2275a6eace06cfff6f5d,0,3,9,8,5,7,1,8,0,2,4,9,1,9,9,9,8,5,7,1,8,2,-42.0,75.0,0,101.0,0,43.0,0,114.0,1,0,0,0,1,-1,-1,-1,-1,-1,1
